id,type,question,options,correctAnswer,explanation
84,multiple_choice,"Which of the following are requirements set forth by the Biometric Information Privacy Act (BIPA)? (Select two.)","Organizations must not transmit biometric data across an unsecured network like the Internet.|Organizations must obtain consent from individuals regarding the collection and use of biometric data.|Organizations must store biometric data in local, on-premises databases.|Organizations must destroy biometric data in a timely fashion.","1|3","Đạo luật BIPA yêu cầu phải có sự đồng ý của cá nhân khi thu thập dữ liệu sinh trắc học ('obtain consent') và phải hủy bỏ dữ liệu này kịp thời ('destroy biometric data')."
85,single_choice,"The Children's Online Privacy Protection Act (COPPA) safeguards the privacy of which age group's personal information?","Anyone between 5 and 13 years old|Anyone under 18 years old|Anyone under 13 years old|Anyone between 13 and 18 years old","2","Đạo luật COPPA bảo vệ quyền riêng tư trực tuyến của trẻ em dưới 13 tuổi ('Anyone under 13 years old')."
86,multiple_choice,"Which of the following are advantages to adopting standards frameworks like ISO 27000? (Select two.)","Formal certification processes that provide competitive advantage|Technology-specific focus and precise implementation instructions|Regulatory weight and legal enforcement|International support, recognition, and involvement","0|3","Áp dụng khung tiêu chuẩn như ISO 27000 mang lại chứng nhận chính thức tạo lợi thế cạnh tranh ('Formal certification processes') và được quốc tế công nhận ('International support, recognition')."
87,single_choice,"Which of the following is a notable aspect of the Personal Information Protection and Electronic Documents Act (PIPEDA) when compared to similar laws and regulations?","The early date of its inauguration|Its exclusive focus on a single domain rather than a breadth of domains|Its nationwide scope and specific national focus|A stipulation to continue providing service even if data usage is denied","3","Luật PIPEDA của Canada nổi bật vì nó bao gồm quy định doanh nghiệp phải tiếp tục cung cấp dịch vụ ngay cả khi người dùng từ chối chia sẻ dữ liệu ('stipulation to continue providing service')."
88,single_choice,"Which of the following resources does the National Institute of Standards and Technology (NIST) provide to organizations?","Industrial configurations|Reference materials|Measurement technologies|Security tools","1","Viện Tiêu chuẩn và Công nghệ Quốc gia Hoa Kỳ (NIST) cung cấp các tài liệu tham khảo ('Reference materials') hướng dẫn về an ninh và quyền riêng tư."
89,multiple_choice,"Which of the following ethical domains does the IEEE 7000 series explore? (Select two.)","Emulated empathy|Fair competition|Machine-readable privacy terms|Personnel safety","0|2","Chuỗi tiêu chuẩn IEEE 7000 khám phá các lĩnh vực đạo đức phức tạp như 'Emulated empathy' (Sự thấu cảm mô phỏng) và 'Machine-readable privacy terms' (Điều khoản quyền riêng tư máy đọc được)."
90,multiple_choice,"Which of the following are tasks in the overall risk management process? (Select three.)","Identification|Mitigation|Deployment|Analysis|Elimination","0|1|3","Quy trình quản lý rủi ro tổng thể bao gồm 3 bước chính: Nhận diện ('Identification'), Phân tích ('Analysis'), và Giảm thiểu ('Mitigation')."
91,multiple_choice,"Which of the following risk analysis methods use words like ""likely,"" ""unlikely,"" and ""rare"" to describe the likelihood of risk, and words like ""low,"" ""medium,"" and ""high"" to describe the impact of risk? (Select two.)","Qualitative analysis|Semi-quantitative analysis|Quantitative analysis|Semi-qualitative analysis","0|1","Phân tích định tính ('Qualitative') dùng từ ngữ mô tả, trong khi Bán định lượng ('Semi-quantitative') kết hợp thang điểm số với từ ngữ để đánh giá mức độ rủi ro."
92,single_choice,"Which of the following is not a valid risk response technique?","Accept|Ignore|Transfer|Avoid","1","Bỏ qua ('Ignore') không phải là một kỹ thuật ứng phó rủi ro hợp lệ. Các kỹ thuật chuẩn là: Chấp nhận, Chuyển giao, Giảm thiểu và Tránh né."
93,multiple_choice,"Which of the following statements are correct about a variable that is normally distributed? (Select two.)","The tails of a normal distribution are denser than the center.|The variable's distribution, when graphed, exhibits a symmetrical bell shape.|Less than half of all measurements fall within one standard deviation of the mean.|The mean, median, and mode of all measurements is the same, and all are located at the center of the distribution.","1|3","Trong phân phối chuẩn (normal distribution), đồ thị có dạng hình chuông đối xứng ('symmetrical bell shape'), và Mean, Median, Mode đều bằng nhau nằm ở trung tâm ('mean, median, mode is the same')."
94,single_choice,"Which of the following statements accurately describes variance?","Variance measures the shape of the tails in a distribution relative to the center.|Variance measures how far a data example is from the mean.|Variance measures the error between predicted values and actual values.|Variance measures how much a variable's distribution differs from a normal distribution.","1","Phương sai ('Variance') đo lường mức độ phân tán của dữ liệu, tức là khoảng cách từ một điểm dữ liệu đến giá trị trung bình ('how far a data example is from the mean')."
95,single_choice,"In the following scatter plot, the GrossIncome variable is plotted against the Revenue variable. What type of correlation does this plot suggest?","There is a weak positive correlation between both variables.|There is a strong negative correlation between both variables.|There is a strong positive correlation between both variables.|There is a weak negative correlation between both variables.","2","Biểu đồ phân tán (scatter plot) cho thấy 2 biến cùng tăng, biểu thị mối tương quan dương mạnh ('strong positive correlation')."
96,single_choice,"How do AI and other data-driven technologies use probability?","By determining the objective likelihood of some event happening|By providing a model of belief about the likelihood of some event happening|By guaranteeing that some event will occur with 100% likelihood|By estimating the likelihood of some event happening without input data","1","AI sử dụng xác suất để cung cấp một mô hình niềm tin về khả năng xảy ra của một sự kiện ('model of belief about the likelihood') dựa trên dữ liệu hiện có."
97,single_choice,"You have a dataset of customers that includes each customer's gender, location, and other personal attributes. The label you are trying to predict is how much sales revenue each customer is likely to generate for the business based on these attributes. What type of machine learning outcome is this problem suited for?","Regression|Clustering|Classification|Dimensionality reduction","0","Khi bạn dự đoán một giá trị liên tục (doanh thu bán hàng - sales revenue), bài toán học máy này thuộc loại Hồi quy ('Regression')."
98,single_choice,"You're training a model to classify whether or not a bridge is likely to collapse given several factors. You have a dataset of thousands of existing bridges and their attributes, where each bridge is labeled as having collapsed or not collapsed. Only a handful of bridges in the dataset are labeled as having collapsed—the rest are labeled as not collapsed. Given your goal of minimizing bridge collapse and the severe harm it can cause, which of the following metrics would be most useful for evaluating the model?","Confusion matrix|Accuracy|Precision|Recall","3","Trong bài toán mất cân bằng dữ liệu nghiêm trọng và hậu quả lớn (sập cầu), 'Recall' (Độ nhạy) là thước đo tốt nhất để đảm bảo không bỏ sót bất kỳ cây cầu nào có nguy cơ sập."
99,single_choice,"Which of the following metrics is used to evaluate a linear regression machine learning model?","Goodhart's Law|Receiver operating characteristic (ROC)|Cost function|Accuracy","2","'Cost function' (Hàm chi phí) là chỉ số được sử dụng để đánh giá sai số của mô hình học máy Hồi quy tuyến tính (Linear regression)."
100,single_choice,"Which of the following best describes a marketing persona?","A character that encapsulates a brand's personality|An individual who assists with the activity of marketing|A description of a type of character based upon demographics, habits, and interests|The emotional impression that a customer has about a product or category of goods","2","'Marketing persona' (Chân dung khách hàng) là bản mô tả một kiểu nhân vật đại diện dựa trên nhân khẩu học, thói quen và sở thích ('demographics, habits, and interests')."

101,single_choice,"Which of the following best describes the use case for zero-knowledge protocols (ZKPs)?","Being made aware of when the battery in a product is past its zero point|Choosing what to do when you have zero knowledge of a subject|Handling divide-by-zero errors in computing software|Proving that something exists, but not the specifics","3","ZKPs (Giao thức không tri thức) cho phép một bên chứng minh với bên kia rằng một điều gì đó là đúng (ví dụ: tôi trên 18 tuổi) mà không cần tiết lộ chi tiết cụ thể (ngày sinh chính xác)."
102,multiple_choice,"Which of the following elements constitute PII? (Select two.)","Cookies and tokens|Device IDs|Passport numbers|Telephone numbers","2|3","PII (Thông tin định danh cá nhân) bao gồm số hộ chiếu ('Passport numbers') và số điện thoại ('Telephone numbers') vì chúng định danh trực tiếp cá nhân."
103,multiple_choice,"Which of the following elements should be communicated with end users when negotiating ethical access to a user's data? (Select two.)","The intention behind a certain activity or request|An offer of money or other incentives to relinquish user's rights|A request for consent to perform an action|The monetary value of that data","0|2","Khi thương lượng quyền truy cập dữ liệu, người dùng cần biết ý định đằng sau ('intention behind a certain activity') và hệ thống phải có yêu cầu xin phép ('request for consent')."
104,single_choice,"Which of the following describes the technique of homomorphic encryption?","A method of performing operations on encrypted data.|A method of swapping public and private keys between hosts.|A method of mitigating biased algorithms through enhanced secrecy.|A method of cryptography that hides data inside other data.","0","Homomorphic encryption (Mã hóa đồng hình) cho phép thực hiện các tính toán trực tiếp trên dữ liệu đã mã hóa ('operations on encrypted data') mà không cần giải mã trước."
105,multiple_choice,"Which of the following describe aspects of secondary data usage that might increase ethical risks? (Select two.)","Encryption of data makes it harder to process|Data applied to secondary purposes may expose private aspects or diminish personal dignity|Additional organizations and processors may now have access to the data|Secondary data may be more expensive","1|2","Sử dụng dữ liệu thứ cấp có rủi ro ở chỗ nó có thể phơi bày các khía cạnh riêng tư ('expose private aspects') và cho phép thêm nhiều tổ chức khác tiếp cận dữ liệu ('Additional organizations... have access')."
106,multiple_choice,"Which of the following provide a user with more meaningful choices regarding how their data is being used? (Select two.)","The format that the data is stored in|Granular or modular control over data usage|Opt-out/opt-in mechanisms|Whether the data is used by a person of a certain gender","1|2","Quyền kiểm soát chi tiết ('Granular or modular control') và cơ chế chọn tham gia/từ chối ('Opt-out/opt-in mechanisms') mang lại cho người dùng sự lựa chọn có ý nghĩa."
107,multiple_choice,"Which of the following refer to legal regulations or industry frameworks for protecting data? (Select two.)","HIPAA|CE mark|ISO 9000|NIST Privacy Framework","0|3","HIPAA (Đạo luật trách nhiệm giải trình y tế) và Khung quyền riêng tư NIST ('NIST Privacy Framework') là các quy định/khung tiêu chuẩn bảo vệ dữ liệu."
108,multiple_choice,"Which of the following are prerequisites for high-level digital security and trust mechanisms? (Select two.)","Authentication|Authorization|Reputation|Kindness","0|1","Xác thực ('Authentication' - xác nhận danh tính) và Phân quyền ('Authorization' - cấp quyền truy cập) là hai điều kiện tiên quyết cho các cơ chế tin cậy kỹ thuật số."
109,multiple_choice,"Which of the following describe a process of cross-correlation of data? (Select two.)","Comparing multiple data points or sets|Comparing people of different demographic groups|Discovering new information via inference|Analysing an individual's emotional stimulus and response patterns","0|2","Tương quan chéo (cross-correlation) là quá trình so sánh nhiều điểm dữ liệu ('Comparing multiple data points') để khám phá thông tin mới thông qua suy luận ('Discovering new information via inference')."
110,single_choice,"What does the acronym RACI stand for?","Responsible, Accountable, Consulted, Informed|Redesignable, Accessible, Collected, Informative|Relatable, Agreeable, Commendable, Irascible|Responsible, Accessible, Consulted, Improvised","0","RACI là ma trận phân định trách nhiệm bao gồm: Responsible (Người thực hiện), Accountable (Người chịu trách nhiệm giải trình), Consulted (Người được tham vấn), Informed (Người được thông báo)."
111,single_choice,"Which of the following describes extrajudicial judgment?","A ruling or scoring made outside of a court.|Unusual interpretation of law outside of its typical meaning.|Applying law from one jurisdiction within another.|Transferring defendants from one jurisdiction to another for trial.","0","Phán quyết ngoài tư pháp ('extrajudicial judgment') là phán quyết hoặc chấm điểm được đưa ra bên ngoài hệ thống tòa án chính thức ('outside of a court')."
112,multiple_choice,"Which of the following elements might be considered moderately affected in an Impact Level 2 Algorithmic Impact Assessment? (Select two.)","The health and well-being of individuals or communities.|A brief delay in the conveyance of a commercial transaction.|The rights of individuals or communities.|A loss of life resulting from specific circumstances.","0|2","Đánh giá Tác động Thuật toán Mức độ 2 (Impact Level 2) thường có thể tác động vừa phải đến sức khỏe/hạnh phúc ('health and well-being') và quyền lợi ('rights of individuals') của cộng đồng."
113,single_choice,"Which of the following describes automation bias?","Bias of people towards overly trusting in automation.|Bias against automation by people worried about their jobs.|Bias enabled or perpetuated by machine learning.|Bias that is subconscious, committed during a state of automata.","0","Automation bias (Thiên kiến tự động hóa) là việc con người có xu hướng quá tin tưởng vào máy móc và hệ thống tự động ('overly trusting in automation')."
114,multiple_choice,"Which of the following are likely benefits of having defined organizational policies? (Select two.)","It supports consistency of behavior and unification of culture.|It supports improved sales and marketing results.|It supports accountability and makes it more explicit.|It supports profitable research innovations and intellectual property.","0|2","Chính sách tổ chức giúp duy trì sự nhất quán trong hành vi và văn hóa ('consistency of behavior'), đồng thời làm rõ trách nhiệm giải trình ('accountability')."
115,single_choice,"How might a non-stochastic decision tree be considered a black box algorithm?","If the model is far too complex to be readily understood by human beings.|If the model is expressed in an annotated visual form.|If the algorithm is contained within an embedded system.|If the algorithm serves as part of a data recorder.","0","Cây quyết định phi ngẫu nhiên vốn dĩ minh bạch, nhưng nó sẽ thành 'hộp đen' nếu quá phức tạp để con người có thể hiểu được ('far too complex to be readily understood')."
116,multiple_choice,"Which of the following are potential ethical benefits of conducting pilot testing prior to the release of emerging technologies? (Select two.)","It reveals any gaps in accountability or auditability.|It certifies that a product's developers are legally accountable.|It demonstrates that the system is functional as early as possible in order to satisfy senior management and investor stakeholders.|It minimizes the impact of any ethical issues which may emerge.","0|3","Thử nghiệm thí điểm (pilot testing) giúp phát hiện các lỗ hổng về trách nhiệm giải trình ('reveals any gaps in accountability') và giảm thiểu rủi ro đạo đức ('minimizes the impact')."
117,multiple_choice,"Which of the following are important steps to document during an auditing process? (Select two.)","Specify and document what precisely is being audited.|Specify a purpose for the audit or an agenda to be covered.|Provide significant advance notice before an audit.|Document the audit procedures to be followed.","0|3","Trong quy trình kiểm toán, cần xác định rõ mục đích/chương trình kiểm toán ('Specify a purpose/agenda') và ghi chép lại các quy trình ('Document the audit procedures')."
118,multiple_choice,"Which of the following are common key performance indicators (KPIs) within dashboards of data-driven systems? (Select two.)","Earnings before interest, taxes, depreciation, and amortization (EBITDA)|Performance metrics, such as accuracy and cost functions|Model training time|Operating cashflow forecast","1|2","Các dashboard KPI thường hiển thị chỉ số hiệu suất như độ chính xác/hàm chi phí ('Performance metrics') và thời gian huấn luyện mô hình ('Model training time')."
119,multiple_choice,"Which of the following are likely examples of a leverageable third party data-driven or data-related product? (Select two.)","Management oversight|Product design lifecycle|Compiled models|Data annotation and augmentation tools","2|3","Sản phẩm dữ liệu bên thứ ba có thể tận dụng bao gồm các mô hình đã được biên dịch sẵn ('Compiled models') và công cụ gán nhãn/tăng cường dữ liệu ('Data annotation... tools')."
120,single_choice,"Which of the following is an explainability risk of self-learning models?","Self-learning models are black boxes whose decisions cannot be understood.|Self-learning models are unable to generate decisions as output.|Self-learning models can corrupt data or otherwise make it unreadable.|Self-learning models may introduce new data you're unaware of.","3","Mô hình tự học (self-learning models) có rủi ro về khả năng giải thích vì chúng có thể tự nạp thêm các dữ liệu mới mà bạn không hề hay biết ('introduce new data you\'re unaware of')."
121,single_choice,"Which of the following is a transparency risk of closed source software?","Closed source software cannot be reviewed by the organization that developed it.|Closed source software may not be accessible to independent auditors.|Closed source software includes obfuscated code that cannot be read by a human.|Closed source software cannot be shared with business partners.","1","Rủi ro minh bạch của phần mềm mã nguồn đóng là các kiểm toán viên độc lập không thể tiếp cận để kiểm tra ('may not be accessible to independent auditors')."
122,single_choice,"Which of the following is an effort to turn black box AI models into models whose decisions are easier to understand?","Explainable AI|Self-learning models|Human-in-the-loop|Neural networks","0","Explainable AI (AI có thể giải thích) là nỗ lực làm cho các mô hình AI 'hộp đen' trở nên minh bạch và các quyết định của chúng dễ hiểu hơn."
123,single_choice,"You want to solicit feedback from users who are seeking explanations about your AI products and services. So, you decide to place a form on your marketing website that users can fill out. Which of the following is the best way to structure that form for the purpose of collecting useful feedback?","Provide a large, unrestricted text box where users can enter their thoughts at length.|Provide a series of yes or no questions with radio buttons where users select their respective answers.|Provide a series of open questions with a single-line entry field where users can provide short answers.|Provide a drop-down menu of feedback categories that users can select from, with a promise that you'll follow up via email.","0","Để thu thập phản hồi hữu ích, nên cung cấp một ô văn bản lớn, không hạn chế ('large, unrestricted text box') để người dùng tự do trình bày suy nghĩ."
124,single_choice,"You're the recipient of some data collected by a third party that you'll use in training an AI model. As per your business agreement, the third-party discloser of the data requests that you explain how you plan to use the data. At what point in the process should you provide this explanation?","At the point of evaluating the model.|At the point of training the model.|At the point of collecting the data.|At the point of planning the AI system.","2","Khi bên thứ ba yêu cầu giải thích cách bạn sẽ dùng dữ liệu, bạn nên cung cấp thông tin này ngay tại thời điểm thu thập dữ liệu ('point of collecting the data')."
125,multiple_choice,"Which of the following are potential training data inadequacies that you should communicate to your users in support of transparency? (Select two.)","Any known bias in the sample data.|The amount of time it took to collect the data.|Any missing values in the dataset and how they were handled.|The relatively large size of a dataset used in training.","0|2","Để đảm bảo minh bạch, cần báo cho người dùng biết về thiên kiến đã biết trong dữ liệu ('known bias in the sample data') và cách xử lý dữ liệu bị thiếu ('missing values')."
126,single_choice,"Which of the following is a technique used by the Python tool Alibi to produce a subset of features that will usually result in the same model prediction?","Local Interpretable Model-Agnostic Explanations|Perturbation|Anchor Explanations|Shapley value","2","Anchor Explanations (Giải thích mỏ neo) là kỹ thuật tạo ra một tập hợp con các đặc trưng đủ mạnh để 'neo' dự đoán của mô hình, đảm bảo kết quả không đổi."
127,single_choice,"Which of the following Python tools is designed to integrate with Google's Cloud AI platform?","SHAP|LIME|ELI5|What-If","3","Công cụ What-If (WIT) của Google được thiết kế đặc biệt để tích hợp mượt mà với nền tảng Google Cloud AI."
128,multiple_choice,"Which of the following are typically true when comparing the LIME tool with the SHAP tool? (Select two.)","LIME supports fewer types of models than SHAP.|LIME supports more programming languages than SHAP.|LIME outputs results faster than SHAP.|LIME is less accurate than SHAP.","2|3","So với SHAP, công cụ LIME thường xuất kết quả nhanh hơn ('outputs results faster') nhưng lại kém chính xác hơn ('less accurate')."
129,single_choice,"Which of the following types of bias emerges when the same data is sampled over and over again, limiting a model's perspective?","Reinforcement bias|Confirmation bias|Temporal bias|Implicit bias","0","Thiên kiến củng cố (Reinforcement bias) xảy ra khi cùng một dữ liệu được lấy mẫu lặp đi lặp lại, khiến mô hình bị giới hạn góc nhìn."
130,single_choice,"Why is a model that has been overfitted to its training data a source of fairness risk?","Because the model includes too much noise.|Because the model is too complex.|Because the model has a temporal bias.|Because the model won't generalize to the entire population.","3","Overfitting (Quá khớp) gây rủi ro công bằng vì mô hình học thuộc lòng dữ liệu huấn luyện nhưng không thể tổng quát hóa cho toàn bộ dân số thực tế ('won\'t generalize to the entire population')."
131,single_choice,"Which type of edge case is caused by data outside the normal distribution?","Errors|Overfitting|Noise|Outliers","3","Dữ liệu nằm ngoài phân phối chuẩn (normal distribution) tạo ra các trường hợp ngoại lệ ('Outliers'), gây khó khăn cho mô hình học máy."
132,single_choice,"Which of the following is a function of exploratory data analysis (EDA)?","To evaluate the methods used to collect the data.|To evaluate the quality of data before it is used to train a model.|To evaluate the decisions made by the model after training on the data.|To evaluate the organization's project management structure for the AI project.","1","Phân tích dữ liệu khám phá (EDA) có chức năng đánh giá chất lượng và hiểu dữ liệu trước khi dùng nó để huấn luyện mô hình ('evaluate the quality of data before...')."
133,single_choice,"How can persona modeling be used to identify potential biases in a machine learning model?","The persona may show that specific users are a source of bias.|The persona may represent groups of people that could be susceptible to bias.|The persona may identify noise and other edge cases that lead to bias.|The persona may reveal overfitting issues in a model that result from bias.","1","Lập mô hình chân dung khách hàng (persona modeling) giúp nhận diện các nhóm người cụ thể có thể là đối tượng dễ bị tổn thương bởi thiên kiến ('susceptible to bias')."
134,single_choice,"In a classification model that determines whether or not a customer qualifies for a coupon, a significantly lower percentage of males qualified than females. Which of the following types of discrimination does this outcome potentially represent?","Disparate impact|Disparate non-impact|Disparate mistreatment|Disparate treatment","0","'Disparate impact' (Tác động không đồng đều) xảy ra khi một chính sách có vẻ trung lập nhưng lại gây ra tỷ lệ bất lợi cao hơn hẳn cho một nhóm người cụ thể."
135,single_choice,"Which of the following describes the purpose of a STEEPV analysis?","To perform a strategic analysis of how external environments impact business operations.|To perform a strategic analysis of how internal office politics impact business operations.|To perform a strategic analysis of user needs and behaviors.|To perform a strategic analysis of how bias can manifest in AI products.","0","STEEPV là khung phân tích chiến lược về cách các yếu tố môi trường bên ngoài ('external environments') tác động đến hoạt động kinh doanh."
136,multiple_choice,"Which of the following are best practices for incorporating inclusive design in AI projects? (Select two.)","Leverage customer input to reduce bias.|Consider bias a spectrum.|Keep machines and humans separate.|Solve for many, extend to one.","0|1","Thiết kế bao hàm (inclusive design) khuyên nên xem thiên kiến là một phổ ('Consider bias a spectrum') và giải quyết vấn đề cho số đông sau đó mở rộng cho cá nhân ('Solve for many, extend to one')."
137,single_choice,"Which of the following describes the AI Fairness 360 project?","A checklist for machine learning practitioners to follow when training fair AI models.|An AI product that represents a completely fair model for AI practitioners to use as a benchmark.|An open source library that evaluates models for bias and provides mitigation tactics to reduce that bias.|A global initiative that promotes fairness in AI through seminars, conferences, and other community-driven activities.","2","AI Fairness 360 là một thư viện mã nguồn mở ('open source library') cung cấp các bộ lọc và thuật toán giảm thiểu thiên kiến cho mô hình học máy."
138,single_choice,"What is the primary advantage of radioactive data tracing over past techniques that modify input in order to determine whether or not that input was used in training?","Radioactive data tracing makes the modification perceptible to human beings.|Radioactive data tracing doesn't impact a model's performance.|Radioactive data tracing targets language-based input.|Radioactive data tracing can be used to modify the label.","1","Truy vết dữ liệu phóng xạ (radioactive data tracing) có ưu điểm là nó không làm giảm hiệu suất hoạt động của mô hình ('doesn\'t impact a model\'s performance')."
139,single_choice,"What does the acronym SIEM stand for in a cybersecurity context?","Social, interpersonal, empathic, mental|Selective information extrapolation methods|Security information and event management|Serial input to externalized modulation","2","SIEM (Security information and event management) là hệ thống Quản lý sự kiện và thông tin bảo mật."
140,multiple_choice,"Which of the following sources does a SIEM system typically pull data from? (Select two.)","System event logs|Personnel emails|Network intrusion detection alerts|Encrypted personal data","0|2","SIEM thu thập dữ liệu chủ yếu từ nhật ký sự kiện hệ thống ('System event logs') và cảnh báo phát hiện xâm nhập mạng ('Network intrusion detection alerts')."
141,multiple_choice,"Which of the following are likely to be found within a penetration test rules of engagement (ROE)? (Select two.)","What methods of attack are legitimate|The appropriate length and complexity of employee passwords|What systems may be targeted|How long CCTV camera recordings should be maintained","0|2","Quy tắc tham gia (ROE) của kiểm thử thâm nhập cần nêu rõ mục tiêu nào được phép tấn công ('What systems may be targeted') và phương pháp nào hợp lệ ('What methods... are legitimate')."
142,single_choice,"Which team typically oversees penetration test operations and adherence to the rules of engagement (ROE)?","Purple team|Blue team|Red team|White team","3","Nhóm Trắng ('White team') thường đóng vai trò trọng tài, giám sát hoạt động thử nghiệm thâm nhập để đảm bảo tuân thủ ROE."
143,multiple_choice,"Which of the following benefits can be gained from establishing baseline system behaviors? (Select two.)","Holding employees more accountable|Tracking deviance from norms|Optimizing costs of operation|Restoring compromised functionality through a system rollback","1|3","Thiết lập hành vi hệ thống cơ sở giúp phát hiện những sai lệch so với chuẩn mực ('Tracking deviance') và tối ưu hóa chi phí vận hành ('Optimizing costs')."
144,single_choice,"Which of the following could Nmap, Wireshark, or Metasploit be applied to for ethical purposes?","Business continuity planning|Persona modeling|Criminal exploitation|Attack simulations","3","Nmap, Wireshark, Metasploit là các công cụ bảo mật có thể dùng để thực hiện Mô phỏng tấn công ('Attack simulations') nhằm kiểm tra lỗ hổng mạng."
145,single_choice,"What does the initialism CIA stand for in a data security context?","Compliance, integrity, accountability|Communicability, interpretation, accessibility|Conformity, influence, adaptation|Confidentiality, integrity, availability","3","CIA Triad trong bảo mật là: Tính bảo mật ('Confidentiality'), Tính toàn vẹn ('Integrity'), Tính sẵn sàng ('Availability')."
146,single_choice,"SSL, TLS, and SSH are all forms of...","Computer forensics tools|Media codecs|Version control systems|Encryption protocols","3","SSL, TLS, và SSH đều là các giao thức mã hóa mạng ('Encryption protocols')."
147,single_choice,"What does the acronym CSIRT stand for in a security context?","Computer security immediate readiness tools|Computer science, Internet, real-time interaction, technology|Cybersecurity incident response team|Conformance strategy, immutability, reliability, trustworthiness","2","CSIRT (Cybersecurity incident response team) là Đội ứng phó sự cố an ninh mạng."
148,single_choice,"In which of the following could STRIDE or VAST classifications be applied?","Threat modeling or analysis tools|Black box mitigation methods|Bias mitigation techniques|Network optimization tools","0","STRIDE và VAST là các phương pháp tiếp cận được dùng trong Phân tích và mô hình hóa mối đe dọa ('Threat modeling or analysis tools')."
149,multiple_choice,"Why is it important to categorize ethical risks into different types? (Select two.)","It helps us consider risk mitigation in terms of universal tactics that apply to all potential kinds of ethical risk.|It helps us understand the many complexities involved in different types of ethical risks.|It makes it easier for us to identify and manage different types of risks.|It ensures that customers and other external stakeholders know that we take ethical risks seriously.","1|2","Phân loại rủi ro đạo đức giúp hiểu rõ sự phức tạp của từng loại ('understand the many complexities') và giúp dễ dàng nhận diện, quản lý rủi ro hơn ('easier for us to identify and manage')."
150,multiple_choice,"Which of the following communication tactics help uphold transparency and explainability from the customer perspective? (Select two.)","Providing prompt responses to customer questions about the decisions made by data-driven systems.|Providing information about data-driven systems in simple, easy-to-understand terms.|Providing in-depth white papers on the algorithms that underlie data-driven systems.|Providing guidelines for how customers can keep their private data secure when using data-driven systems.","0|1","Để duy trì minh bạch, hãy phản hồi nhanh chóng câu hỏi của người dùng ('prompt responses') và giải thích hệ thống bằng ngôn ngữ đơn giản, dễ hiểu ('simple, easy-to-understand terms')."
151,single_choice,"Why is it important to engage stakeholders at the beginning of the ethical risk management process?","It lets stakeholders know that the organization cannot address ethical risks in data-driven systems without input from stakeholders first.|It demonstrates that the organization is committed to accountability and transparency in their data-driven systems.|It helps the organization avoid legal trouble during the development and deployment of data-driven systems.|It proves that you are completely equipped to address any ethical risks in your data-driven systems.","1","Thu hút các bên liên quan ngay từ đầu chứng minh rằng tổ chức cam kết về trách nhiệm giải trình và tính minh bạch ('committed to accountability and transparency')."
152,multiple_choice,"Which of the following situations would most likely require communication to external stakeholders? (Select two.)","The organization's change management strategy has been modified.|The organization's AI product has a defect and needs to be recalled.|The organization plans to adopt a new ethical framework to support the implementation of an AI system.|The organization's data-driven service will receive an update that enhances its accuracy.","1|3","Cần thông báo ra bên ngoài khi sản phẩm AI bị lỗi và cần thu hồi ('AI product has a defect') hoặc khi tổ chức áp dụng một khung đạo đức mới ('adopt a new ethical framework')."
153,multiple_choice,"Which of the following are useful strategies for communicating ethical risks to the organization? (Select two.)","Communicate information in real time|Disseminate information in multiple formats|Provide information only when solicited|Communicate information through a single voice","0|1","Truyền đạt rủi ro đạo đức trong nội bộ nên diễn ra theo thời gian thực ('real time') và thông qua nhiều định dạng khác nhau ('multiple formats')."
154,multiple_choice,"Which of the following are useful strategies for communicating ethical risks to society? (Select two.)","Ensure communication policies are diverse, inclusive, and equitable|Be culturally sensitive and culturally aware during communication|Limit the flow of information to one direction: organization to public|Provide access to information on a need-to-know basis","0|1","Khi truyền thông cho xã hội, phải đảm bảo các chính sách công bằng, bao hàm ('diverse, inclusive, and equitable'), và nhạy cảm về văn hóa ('culturally sensitive')."
155,single_choice,"When conducting a business impact assessment (BIA), why is it important to interview or survey personnel at the ground level, not just managers and other higher-ups?","They are more likely to find the time to complete an interview or survey.|They are more likely to be candid and give forthright responses.|They may have more institutional knowledge about a subject than managers.|They have a greater obligation to answer questions.","2","Đánh giá tác động kinh doanh (BIA) cần phỏng vấn nhân viên cấp cơ sở vì họ nắm giữ những kiến thức thực tế về quy trình mà quản lý có thể không biết ('more institutional knowledge... than managers')."
156,single_choice,"As a result of failing to communicate ethical risks, the organization's reputation suffers and customers are less confident in the organization. What direct impact can this have?","The products or services the organization creates will have less of an impact in the marketplace.|Morale amongst internal personnel will drop, as will productivity.|The organization will be more likely to draw the attention of legal and regulatory auditors.|Customers will find it more difficult to use your products and services.","0","Hậu quả trực tiếp của việc mất uy tín là sản phẩm/dịch vụ của tổ chức sẽ giảm sức ảnh hưởng trên thị trường ('less of an impact in the marketplace')."
157,single_choice,"Which of the following should be conducted as part of a risk communication strategy in order to ensure the organization is upholding its regulatory obligations?","Business impact assessment (BIA)|Compliance audit|Ethical risk review|Public relations campaign","1","Kiểm toán tuân thủ (Compliance audit) là quá trình cần thiết để đảm bảo chiến lược truyền thông đáp ứng đầy đủ các nghĩa vụ pháp lý/quy định."
