id,type,question,options,correctAnswer,explanation
92,multiple_choice,"What roles does a directory server play in centralized management? (Choose all that apply)","Confidentiality|Centralized authentication|Authorization|Accounting",1|2|3,"Directory Server đóng vai trò trung tâm trong mô hình AAA: Centralized Authentication, Authorization và Accounting."
93,single_choice,"A Lightweight Directory Access Protocol (LDAP) entry reads as follows: dn: CN=John Smith ,OU=Sysadmin,DC=jsmith,DC=com. What is the organizational unit of this entry?","jsmith|CN=John Smith ,OU=Sysadmin,DC=jsmith,DC=com|John Smith|Sysadmin",3,"Trong cú pháp LDAP Distinguished Name, ký hiệu OU viết tắt cho Organizational Unit, ở đây giá trị của OU là 'Sysadmin'."
94,multiple_choice,"Which of the following are ways to authenticate to an LDAP server? (Choose all that apply)","SASL|Anonymous bind|Simple bind|PGP",0|1|2,"Các phương thức xác thực Bind tới LDAP Server bao gồm: Anonymous bind, Simple bind và SASL."
95,multiple_choice,"In Active Directory, which of the following can be functions of the Domain? (Choose all that apply)","A DNS server|A server that holds a replica of the Active Directory database|A container|A Kerberos authentication server",0|1|3,"Domain Controller trong Active Directory đóng vai trò làm DNS Server, lưu trữ bản sao AD Database, và làm máy chủ xác thực Kerberos."
96,multiple_choice,"Which of these statements are true about Domain Controllers (DCs)? (Choose all that apply)","Delegation can be used in Active Directory.|The default Organizational Unit (OU), called Domain Controllers, contains all Domain Controllers in the domain.|Changes that are safe to be made by multiple Domain Controllers at once are tasked by granting them Flexible Single-Master Operations.|Always use the Domain Admin or Enterprise Admin for day-to-day use.",0|1,"Delegation cho phép phân quyền trên từng OU cụ thể và tất cả các DC mặc định nằm trong OU 'Domain Controllers'. FSMO chỉ dành cho nhiệm vụ Single-Master, không dùng admin tổng cho công việc hàng ngày."
97,multiple_choice,"Which of these statements are true about managing through Active Directory? (Choose all that apply)","Distribution groups can be used to assign permission to resources.|Domain Local, Global, and Universal are examples of group scopes.|The default group's Domain Users and Domain Admins are security groups.|ADAC uses PowerShell.",1|2|3,"Domain Local, Global, Universal là các Group Scope; Domain Users/Admins là Security Group; và công cụ ADAC thực thi lệnh PowerShell ở nền bên dưới."
98,single_choice,"When there are conflicting GPOs, what is the order in which they are evaluated and applied?","OU, Domain, Site|Site, Domain, OU|Site, OU, Domain|OU, Site, Domain",1,"Thứ tự đánh giá và áp dụng GPO là Site -> Domain -> OU (LSDOU), chính sách áp dụng sau cùng (OU) sẽ ghi đè các chính sách trước."
99,single_choice,"You'd like to change the minimum password length policy in the Default Domain Policy group policy preference (GPO). What's the best way to go about doing this?","Open the Group Policy Management Console by running gpmc.msc from the CLI|Edit the Windows Registry to change group policy settings|Open ADAC and edit policy settings there|Manually edit config files in SYSVOL",0,"Sử dụng lệnh gpmc.msc để mở Group Policy Management Console là cách chuẩn nhất để chỉnh sửa chính sách GPO."
100,multiple_choice,"How can you recover from an unexpected data loss event? Select all that apply.","Recover data from damaged devices|Write a post-mortem report|Restore data from backups|Design a disaster recovery plan",0|2,"Khi mất dữ liệu, bạn có thể khôi phục từ bản sao lưu (Backups) hoặc dùng phần mềm chuyên dụng phục hồi dữ liệu từ thiết bị hỏng."
101,single_choice,"What is the best way to physically store backups?","In a safe|On-site|Across multiple locations|Off-site",2,"Lưu trữ bản sao lưu ở nhiều vị trí địa lý khác nhau (Across multiple locations) giúp giảm thiểu tối đa rủi ro mất mát dữ liệu."
102,multiple_choice,"Which of these should be included in your organization's backups? Select all that apply.","Family vacation photos|A downloads folder|Firewall configurations|Sales databases",2|3,"Các dữ liệu quan trọng của tổ chức như cấu hình Firewall và cơ sở dữ liệu (Sales databases) bắt buộc phải nằm trong kế hoạch Backup."
103,single_choice,"What's magnetic tape backup media best suited for?","Long-term archival data|Quick and efficient backups|Cheap backup systems|Low-latency cached data",0,"Băng từ (Magnetic tape) có chi phí rẻ nhưng tốc độ truy xuất chậm, rất phù hợp cho lưu trữ dữ liệu lâu dài (Long-term archival data)."
104,multiple_choice,"Why is it important to test backups and restoration procedures? Select all that apply.","To prove the system is flawless and the IT team deserves a pay raise.|To ensure backups work and data can be restored from them|To ensure that relevant data is included in the backups|To reduce the size of backup data",1|2,"Thử nghiệm quy trình khôi phục giúp đảm bảo dữ liệu quan trọng đã được Backup đầy đủ và có thể phục hồi thành công khi xảy ra sự cố."
105,single_choice,"Which of the following backup types are most space-efficient?","Full backups|Incremental backups|Differential backups",1,"Incremental backups tối ưu dung lượng nhất vì chỉ sao lưu những phần dữ liệu thay đổi so với lần sao lưu gần nhất."
106,multiple_choice,"What elements should a disaster recovery plan cover? Select all that apply.","Recovery measures|Drastic measures|Detection measures|Preventative measures",0|2|3,"Một kế hoạch Disaster Recovery toàn diện phải bao gồm: biện pháp phòng ngừa (Preventative), biện pháp phát hiện (Detection) và biện pháp khôi phục (Recovery)."
107,single_choice,"Why are detection measures included in a disaster recovery plan?","Because it's important to know when a disaster occurs|Because they make recovering from data loss easier|Because they prevent data loss|They aren't",0,"Biện pháp phát hiện (Detection measures) giúp nhận biết sự cố kịp thời ngay khi nó xảy ra để có hành động ứng phó nhanh nhất."
108,single_choice,"What are preventative measures?","Measures that are enacted after a disaster has occurred.|Measures that cover any procedures or systems in place that will proactively minimize the impact of a disaster.|Redundant systems|Measures that are meant to alert you and your team that a disaster has occurred that can impact operations.",1,"Biện pháp phòng ngừa (Preventative measures) là các quy trình, hệ thống được chủ động thiết lập trước sự cố nhằm giảm thiểu tối đa thiệt hại."
109,multiple_choice,"What are good detection measures to incorporate in your organization? Select all that apply.","System performance monitoring|Redundant power supplies|Backing up firewall rules|Environmental monitoring",0|3,"Giám sát hiệu năng hệ thống (System performance monitoring) và giám sát môi trường phòng máy (Environmental monitoring) là các biện pháp phát hiện sự cố hữu hiệu."
110,multiple_choice,"What are good recovery measures to incorporate in your organization? Select all that apply.","Restoring server configs from backup|Maintaining redundant servers|Following detailed recovery plan documentation|Monitoring for internet line outages",0|2,"Khôi phục cấu hình server từ bản Backup và tuân thủ tài liệu hướng dẫn khôi phục là các biện pháp Recovery tiêu chuẩn."
111,single_choice,"What's the main purpose of writing a post-mortem?","To assign blame for mistakes|To assign legal liability|To scare people into avoiding risky behavior|To learn from mistakes and how to improve in the future",3,"Mục đích chính của việc viết báo cáo Post-mortem là rút kinh nghiệm từ sai lầm và cải thiện hệ thống trong tương lai, không nhằm mục đích đổ lỗi."
112,multiple_choice,"What should the timeline in a post-mortem include? Check all that apply.","Actions taken before, during, and after the event|A detailed analysis of the incident, including root cause and scope|A summary of the incident and how long it lasted|Detailed dates and times",0|3,"Phần Timeline trong Post-mortem cần ghi rõ các mốc ngày giờ chi tiết cùng các hành động đã thực hiện trước, trong và sau sự cố."
113,single_choice,"What is one aspect of post-mortems that are often overlooked?","What went well|The summary|Timelines|What went wrong",0,"Khía cạnh thường bị bỏ qua trong Post-mortem là ghi nhận những điều đã làm tốt ('What went well') để phát huy hiệu quả bảo vệ hệ thống."
114,single_choice,"What is the next step after writing a post-mortem report?","Nothing, there are no additional steps after writing the report|Share the report with other people on your team and/or other teams|Do not disclose the report to anyone|Destroy the report",1,"Sau khi viết xong Post-mortem, bước tiếp theo là chia sẻ báo cáo cho team và các bộ phận khác để cùng học hỏi kinh nghiệm."
115,single_choice,"What does the summary section of a post-mortem cover?","Description of the incident, how long it lasted, the impact of the incident, and how it was fixed.|Opening catchphrase and witty remarks to introduce the topic|Description of the incident|list of specific actions that should be taken to avoid the same scenario from happening again.",0,"Phần tóm tắt (Summary) của Post-mortem khái quát: sự cố là gì, kéo dài bao lâu, mức độ ảnh hưởng và cách thức đã khắc phục."
116,single_choice,"The unthinkable happens and disaster strikes, crippling your network. You implement your disaster plan, but it doesn't go smoothly. You decide to investigate. What is a common term in the IT community for this investigation?","Post-disaster inquiry|Post-mortem|Recovery inspection probe|After-outage analysis",1,"Post-mortem (báo cáo phân tích sau sự cố) là thuật ngữ phổ biến trong ngành IT dùng để điều tra và phân tích những gì đã diễn ra sau thảm họa/sự cố mạng."
117,single_choice,"Which of the following is an advantage of off-site backups?","There is less bandwidth usage|There is quicker data access|Data is safe in case of disaster|Data is more secure because of less outbound traffic",2,"Ưu điểm lớn nhất của Off-site backup (sao lưu ngoài cơ sở) là giữ cho dữ liệu an toàn ngay cả khi cơ sở chính gặp thảm họa tự nhiên hoặc hỏa hoạn."
118,single_choice,"What's the optimal recommended backup storage strategy?","Tape backups|On-site backups|A combination of on-site and off-site backups|Off-site backups",2,"Chiến lược sao lưu tối ưu nhất là kết hợp giữa On-site backup (để khôi phục nhanh) và Off-site backup (để chống lại rủi ro thảm họa vật lý)."
119,single_choice,"While not a substitute for a backup, which storage solution uses multiple disks to provide redundancy against disk failure and can increase capacity?","RAID array|Differential backups|Incremental backup|Complete backup",0,"Mảng RAID (RAID array) kết hợp nhiều ổ đĩa cứng để tăng dung lượng và cung cấp tính dự phòng (redundancy) chống hỏng ổ đĩa, nhưng không thể thay thế cho Backup hoàn toàn."
120,single_choice,"Which backup type is the most time-efficient and storage-efficient because it only records changes made since the most recent backup?","Complete backup|RAID array|Incremental backup|Differential backups",2,"Incremental backup tiết kiệm thời gian và dung lượng lưu trữ nhất vì chỉ ghi lại các thay đổi phát sinh so với lần Backup gần nhất."
121,multiple_choice,"Which of the following are advantages of cloud storage services? Select all that apply.","They make it easy for users to configure what files or folders they want to backup.|They allow everyone to access a person's files|Users can sync and backup files across platforms and devices.|User backups don't require complicated scheduling.",0|2|3,"Dịch vụ lưu trữ Cloud giúp người dùng dễ dàng chọn thư mục sao lưu, đồng bộ hóa đa nền tảng/thiết bị và tự động hóa quá trình Backup mà không cần lập lịch phức tạp."
122,multiple_choice,"What are the goals of a disaster recovery plan? Select all that apply.","To prevent significant data loss|To prevent disasters from impacting operations|To keep system downtimes to a minimum|To predict disasters before they happen",0|1|2,"Mục tiêu của Disaster Recovery Plan là ngăn ngừa mất mát dữ liệu nghiêm trọng, hạn chế tối đa tác động của thảm họa tới vận hành và giảm thời gian ngưng hoạt động (system downtime)."
123,multiple_choice,"You are performing a network risk assessment to develop your disaster recovery plan. Which of these are examples of detection measures? Select all that apply.","Testing knowledge and readiness for disaster|Conducting regular, automated backups|Monitoring system testing|Using an alert system for outages",2|3,"Biện pháp phát hiện (Detection measures) bao gồm hệ thống cảnh báo gián đoạn (alert system for outages) và giám sát hệ thống (monitoring system) nhằm phát hiện sự cố kịp thời."
124,multiple_choice,"What are some benefits of a post-mortem? Select all that apply.","To understand the cause of mistakes and how to prevent them|To learn from and adapt processes for higher efficiency|To foster a culture where it's OK to make mistakes|To punish mistakes",0|1|2,"Báo cáo Post-mortem giúp tìm ra nguyên nhân sai sót để phòng tránh, cải tiến quy trình làm việc hiệu quả hơn và xây dựng văn hóa làm việc tích cực, không đổ lỗi trong tổ chức."
125,multiple_choice,"Which of the following are part of the five primary elements that make up a post-mortem report? Select all that apply.","Backup procedures|A description of root causes|A list of specific actions that should be taken to avoid the same scenario from happening again|An accounting of financial costs associated with preventative systems",1|2,"Thành phần chính của một báo cáo Post-mortem chuẩn bao gồm việc phân tích chi tiết nguyên nhân gốc rễ (root cause) và đề xuất danh sách các hành động khắc phục cụ thể để tránh lặp lại sự cố."
126,single_choice,"Select the correct statement regarding the Agile approach:","Agile development follows a consistent plan that is set at the start of the project.|Agile is intended only for software development.|The Agile planning method is command and control.|Any project can be managed in an Agile fashion.",3,"Agile là một tư duy và phương pháp quản lý linh hoạt, có thể ứng dụng cho bất kỳ loại dự án nào chứ không chỉ giới hạn trong phát triển phần mềm."
127,single_choice,"The Waterfall approach relies on phases such as","Designing, coding, and testing|Pair negotiations, unit testing, and simplicity|Analyzing problems, clarifying processes, and implementing changes|Visualization, work in progress, and tracking flow",0,"Mô hình Waterfall (thác nước) quản lý dự án theo các giai đoạn tuyến tính truyền thống tuần tự: Thiết kế (Designing), Lập trình (Coding), và Kiểm thử (Testing)."
128,single_choice,"Which answer describes a core principle of Kanban?","Courage to speak realistically.|Taking personal responsibility for removing blockers.|Visualization of work.|Complete design and coding before testing.",2,"Trực quan hóa công việc (Visualization of work) thông qua bảng Kanban là nguyên tắc cốt lõi giúp nhóm dễ dàng theo dõi dòng chảy công việc (Work in progress)."
129,single_choice,"Which answer best describes behavior driven development?","Thinking about the user interface and experience|Behavior of a system from the inside out|Writing the test cases for the code you wish you had|Uses a list of features that customers want",1,"Behavior Driven Development (BDD) tập trung vào việc mô tả và kiểm thử hành vi của hệ thống từ trong ra ngoài dựa trên góc nhìn người dùng."
130,single_choice,"Which statement best describes minimum viable product (MVP)?","The result of \"Phase 1\" of a product development schedule.|The cheapest and easiest thing you can build to test your hypothesis.|A product that is developed by focusing on system behavior from the user experience perspective.|Code that is just enough to make the product pass testing.",1,"Minimum Viable Product (MVP) là sản phẩm khả thi tối thiểu — phiên bản rẻ nhất và đơn giản nhất được tạo ra để kiểm chứng giả thuyết sản phẩm với người dùng."
131,single_choice,"Suppose someone gave you 20 quarts of fresh strawberries and you decide to make jam. Which of these describes a small batch process?","Mash all the berries. Cook them one pot at a time and seal them in jars.|Freeze the berries in batches to cook later.|Mash two quarts of berries. Cook the jam, taste it, and seal it in 4 jars. Repeat this process 10 times.|All of the above",2,"Quy trình Small batch (lô nhỏ) thực hiện chia nhỏ công việc để hoàn thành, kiểm thử chất lượng sớm (nếm thử), sau đó mới lặp lại quy trình cho các lô tiếp theo."
132,single_choice,"The key goal of scrum is to build a","Potentially shippable product with as small a team as possible|Potentially shippable product with every iteration|Ready to ship product without having rules and meetings to slow production|Ready to ship product as quickly as possible",1,"Mục tiêu cốt lõi của Scrum là tạo ra một phần tăng trưởng sản phẩm có thể chuyển giao được (Potentially shippable product increment) sau mỗi chu kỳ lặp (Iteration/Sprint)."
133,single_choice,"What is the role of the Scrum product owner?","Acts as liaison between the stakeholders and scrum team and articulates the vision|Captures empirical data, which is used to adjust forecasts|The person cheerleading and championing the team|Funds the project and owns the checkbook",0,"Scrum Product Owner đóng vai trò làm cầu nối giữa các bên liên quan (Stakeholders) và Scrum Team, đồng thời định hình và truyền tải tầm nhìn sản phẩm."
134,single_choice,"What is the role of the Scrum master?","Assigns each item in the sprint plan to someone on the team|Coaches the team and shields them from external interference|Determines priorities, requirements, and when to ship|Exercises management authority over the team",1,"Scrum Master đóng vai trò là một Coach (huấn luyện viên), hỗ trợ nhóm tối ưu quy trình và bảo vệ nhóm khỏi các tác động can thiệp từ bên ngoài."
135,single_choice,"Which answer describes the Scrum team?","The Scrum master develops a plan and the team works according to it.|Members come on and off the team as needed, each contributing as needed.|Members work on projects according to their assigned roles.|The team pulls work off the plan, assigns it to themselves, and develops software.",3,"Trong Scrum, nhóm là Self-organizing (tự tổ chức); các thành viên tự chủ động nhận công việc (pull work) từ backlog và phân công trách nhiệm cho nhau."
136,single_choice,"What are the three Scrum artifacts?","Daily standup, sprint review, sprint retrospective|Cadence, key metrics, and release methodology|Happier employees, product quality, higher productivity|Product backlog, sprint backlog, done increment",3,"Ba công cụ tạo tác (Scrum Artifacts) chính gồm có: Product Backlog (danh sách yêu cầu sản phẩm), Sprint Backlog (danh sách công việc Sprint), và Increment (phần tăng trưởng hoàn thành)."
137,single_choice,"How does Scrum increase stakeholder satisfaction?","Working as a cooperative team creates a better and faster product.|Stakeholders can change the sprint forecast during the sprint.|Continuous flow and delivery are key elements of Scrum that stakeholders value.|Stakeholders are more engaged in determining how the work is carried out.",0,"Scrum giúp tăng sự hài lòng của Stakeholder nhờ làm việc hợp tác chặt chẽ theo nhóm, giúp tạo ra sản phẩm chất lượng hơn và nhanh chóng hơn."
138,single_choice,"Select the correct statement regarding Dev Ops and Agile team alignment.","One of the goals of Dev Ops is to accelerate time to market.|One of the goals of Agile is to deliver software faster.|Dev Ops and Agile have closely aligned goals.|All of the above statements are correct.",3,"DevOps và Agile có mục tiêu đồng nhất: rút ngắn thời gian đưa sản phẩm ra thị trường (time to market) và chuyển giao phần mềm nhanh chóng, liên tục."
139,single_choice,"Giving teams autonomy leads to motivated teams who can","create quick handoffs to other teams|build better systems|create more and more operational stability|execute more methodically",1,"Trao quyền tự chủ (Autonomy) giúp thúc đẩy động lực làm việc của nhóm, đưa ra quyết định nhanh chóng tại chỗ và xây dựng hệ thống tốt hơn."
140,single_choice,"Select the correct statement regarding Scrum.","Scrum emphasizes that the product or increment is never done. There is always improvement.|Scrum uses cycle time as the key metric.|Scrum emphasizes continuous change.|Scrum has sprints and existing roles such as scrum master.",3,"Scrum vận hành theo các chu kỳ Sprint (thường dài khoảng 2 tuần) với các vai trò được định nghĩa rõ ràng như Scrum Master và Product Owner."
141,single_choice,"Choose the answer that best describes Agile.","A team of software developers working in sprints|A type of project management, led by a project manager|Continuing to iterate on a plan and integrating and deploying once at the end of the project|Iterative development with feedback incorporated along the way",3,"Agile là phương pháp phát triển lặp (Iterative development) kết hợp thu nhận và điều chỉnh theo phản hồi (feedback) trong suốt quá trình thực hiện."
142,single_choice,"Select the correct statement regarding Agile.","Agile is essentially waterfall with more requirements.|Agile is being responsive to change and delivering value.|Agile is about developers working closely with a project manager.|Agile is about taking plenty of time to do upfront planning.",1,"Bản chất của Agile là khả năng phản ứng linh hoạt với sự thay đổi (responsive to change) và liên tục tạo ra giá trị cho khách hàng."
143,single_choice,"Which answer is valued and emphasized in Agile?","Adhering to the scope of work|Adaptive planning and early delivery|Using the most up-to-date tools and processes|Comprehensive documentation",1,"Agile đề cao lập kế hoạch thích ứng (Adaptive planning) và chuyển giao sản phẩm sớm, thường xuyên thay vì tuân thủ cứng nhắc kế hoạch ban đầu."
144,single_choice,"How is the waterfall method different from Agile?","Agile has architects, developers, and testers working in separate phases.|The waterfall method moves faster than Agile.|The waterfall method has phases so that when one ends, the next begins.|Agile emphasizes upfront gathering of requirements and documentation.",2,"Mô hình Waterfall khác Agile ở chỗ nó được cấu trúc thành các giai đoạn cố định: khi một giai đoạn kết thúc thì giai đoạn tiếp theo mới được bắt đầu."
145,single_choice,"Which of these software development approaches comes from lean manufacturing and has to do with visualizing work?","Kanban|Waterfall|Extreme Programming|Agile",0,"Kanban có nguồn gốc từ sản xuất tinh gọn (Lean manufacturing), tập trung vào việc trực quan hóa công việc (visualizing work) trên bảng theo dõi."
146,single_choice,"Which answer is consistent with working in small batches? (Assume that you have 50 boards to sand and paint.)","Sand and paint 10 boards. Check quality and deliver these. Then move to the next 10, and so on.|Sand the boards 10 at a time, then paint them 10 at a time. Check quality and deliver.|Sand all the boards and check quality. Paint all of them and deliver.|Sand and paint all the boards and check quality. Put them in bundles of 10 and deliver.",0,"Nguyên tắc Small batches nghĩa là hoàn thành trọn vẹn một lượng nhỏ sản phẩm (chà nhám & sơn 10 tấm), kiểm tra chất lượng rồi mới chuyển sang lô tiếp theo."
147,single_choice,"What is a minimum viable product (MVP)?","The result of each phase of a project|The cheapest and easiest thing you can build to test your value hypothesis|Determining up front what the customer wants|A focus on delivery and product completion",1,"Minimum Viable Product (MVP) là phiên bản đơn giản và tiết kiệm nhất có thể xây dựng để kiểm chứng giả thuyết giá trị với người dùng."
148,single_choice,"In Scrum, who determines priorities and how work is accomplished?","The scrum master reprioritizes the backlog and directs the team.|The project owner directs how and when work will be done, and which team members will do it.|The scrum team negotiates commitments with the product owner and has authority on how to reach commitments.|The customer determines priorities and how the work is carried out.",2,"Trong Scrum, Scrum Team đàm phán cam kết với Product Owner và toàn quyền tự chủ quyết định cách thức thực hiện công việc để đạt cam kết đó."
149,single_choice,"How is Scrum different from Kanban?","Scrum has roles, such as scrum master, while Kanban does not have existing roles.|Scrum has long sprints, while Kanban has short sprints.|Scrum key metrics are focused on cycle time, while Kanban emphasizes velocity.|Scrum is more flexible regarding change, while Kanban is more structured.",0,"Scrum quy định sẵn các vai trò cụ thể (Scrum Master, Product Owner,...), trong khi Kanban không bắt buộc bất kỳ vai trò cố định nào."
150,single_choice,"Choose the correct statement regarding organizing your teams.","Each team's mission should be aligned with their professional goals.|The long-term mission is typically around several business domains.|Teams are tightly coupled and loosely aligned.|Teams have end-to-end responsibility for what they build.",3,"Các nhóm Agile có trách nhiệm toàn trình (End-to-end responsibility) đối với sản phẩm họ làm ra, từ khâu phát triển, vận hành cho đến sửa lỗi trên production."
151,single_choice,"Select the correct statement regarding team autonomy.","Bottlenecks are avoided by having upper level management make decisions.|Autonomy allows management to push teams harder.|Teams get bogged down making decisions.|Decisions happen locally on the team level.",3,"Với tính tự chủ (Autonomy), các quyết định được đưa ra ngay tại cấp độ nhóm (locally) thay vì phải chờ đợi cấp quản lý phê duyệt."
152,single_choice,"Which of the following descriptions of Agile is correct?","It is a new version of waterfall with sprints.|It is a type of project management, led by a project manager.|It is responsive to changes and delivers value.|It is similar to waterfall, but with Scrum added.",2,"Agile là tư duy phát triển thích ứng linh hoạt với thay đổi (responsive to changes) và tập trung liên tục tạo ra giá trị cho người dùng."
153,single_choice,"Select the most accurate statement regarding Agile iterative planning.","With Agile iterative planning, you don't plan everything up-front.|With Agile iterative planning, you adjust the plan as you move along through a project and gain more knowledge.|Your estimates are more accurate if you plan as you go instead of planning everything up-front.|All of the above.",3,"Lập kế hoạch lặp trong Agile bao gồm: không lập kế hoạch tất cả ngay từ đầu, liên tục điều chỉnh theo thực tế và tăng độ chính xác ước lượng theo thời gian."
154,single_choice,"Select the correct statement regarding the role of a traditional product manager.","A product manager is a conduit between stakeholders and the team rather than managing the team.|A product manager leads the team in a series of experiments.|A product manager is a coach that keeps the team focused and eliminates impediments.|A product manager is usually a businessperson rather than a visionary.",0,"Product Manager đóng vai trò là cầu nối thông tin giữa các bên liên quan (Stakeholders) và nhóm phát triển thay vì trực tiếp quản lý nhân sự."
155,single_choice,"What is a key difference between the role of traditional project manager and the role of scrum master?","A project manager is a task master, while the scrum master is a coach.|A project manager is a facilitator, while the scrum master focuses on business and budget.|A project manager mentors the team, while the scrum master focuses on operations.|A project manager focuses on coaching, while a scrum master focuses on the plan.",0,"Project Manager truyền thống tập trung đảm bảo tiến độ kế hoạch (task master), trong khi Scrum Master đóng vai trò là một người khai vấn/huấn luyện viên (coach)."
156,single_choice,"What is a kanban board?","A method for tracking planned items and showing progress as items are moved across the board.|Colored sticky notes, placed on a board to show patterns in software bugs|A parking lot for issues to be dealt with later|A kanban board is made up of multiple project management tools.",0,"Bảng Kanban là công cụ theo dõi các công việc đã lập kế hoạch, đang thực hiện và đã hoàn thành bằng cách di chuyển các thẻ công việc qua các cột."
157,single_choice,"What happens to stories put in the icebox on a kanban board?","They are rejected.|They remain in the icebox, like an archived item.|They are items that will not go to the backlog.|They eventually may be moved to the product backlog.",3,"Các User Story nằm trong 'Icebox' là các ý tưởng tạm lưu trữ, về sau có thể được xem xét chuyển vào Product Backlog để thực hiện."
158,single_choice,"Select the correct item(s) contained in stories.","A brief description of the role, function, and benefit|Any assumptions or details|The definition of \"done.\"|All of the above.",3,"Một User Story chuẩn bao gồm: mô tả ngắn (vai trò, chức năng, lợi ích), các chi tiết/giả định đi kèm, và tiêu chuẩn hoàn thành (Definition of Done)."
159,single_choice,"What kind of story is used to capture big ideas?","Business value|User|Epic|Kanban",2,"Epic được sử dụng để mô tả các ý tưởng hoặc yêu cầu lớn vượt quá quy mô có thể hoàn thành trong một Sprint đơn lẻ."
160,single_choice,"What does INVEST stand for?","Iterative, Negotiable, Velocity, Estimable, Story, Testable|Independent, Negotiable, Valuable, Estimable, Small, Testable|Independent, Neutral, Verifiable, Epic, Select, Technical|Issues, Navigable, Visionary, Easy, Security, Technical",1,"INVEST là viết tắt của các tiêu chí đánh giá User Story tốt: Independent (Độc lập), Negotiable (Có thể thương lượng), Valuable (Có giá trị), Estimable (Ước lượng được), Small (Nhỏ), Testable (Kiểm thử được)."
161,single_choice,"Story Points use _________ to help people make estimates of size.","a wall clock (1, 2, 3...12)|T-shirt sizes (S, M, L, XL)|building height (single level, multi-level, skyscraper)|a calendar (days, weeks, months)",1,"Story Points sử dụng các thước đo tương quan như kích thước áo (T-shirt sizes: S, M, L, XL) để ước lượng độ lớn và độ phức tạp tương đối của công việc."
162,single_choice,"The product backlog consists of stories _________.","in which stories are refined to be clearer and more direct|in order of importance and/or business value|in which epic stories are put first, then in descending order by size|in the order in which they entered the backlog",1,"Product Backlog sắp xếp các User Story theo thứ tự ưu tiên dựa trên mức độ quan trọng và giá trị kinh doanh (Business value) mang lại."

163,single_choice,"What is the goal of backlog refinement?","To take the assumptions out of the stories and simplify them|To groom the backlog by ranking stories in order of importance|To work on bugs and perform other fixes|To have the team begin the backlog process",1,"Mục tiêu của Backlog Refinement (tỉa tót backlog) là làm rõ yêu cầu và sắp xếp (rank) các User Story theo thứ tự ưu tiên/quan trọng để triển khai trước."
164,single_choice,"Select the correct statement regarding backlog refinement meeting.","The customer is encouraged to attend the meeting.|The product owner attends the meeting.|The scrum master does not attend the meeting.|The development team must be at the meeting.",1,"Product Owner là người chủ trì chính trong cuộc họp Backlog Refinement để làm sạch, làm rõ và sắp xếp thứ tự ưu tiên các yêu cầu trong Backlog."
165,single_choice,"The goal of new issue triage is that at the end of backlog refinement _________.","the new issues are moved to the icebox|the new issues column is empty|the stories are reworked, but not rejected|All of the above",1,"Cột 'New Issues' đóng vai trò như một hộp thư đến (Inbox); mục tiêu của buổi Triage/Refinement là xử lý hết toàn bộ để cột này trở về rỗng (empty)."
166,single_choice,"Select the correct statement regarding sprint planning.","The scrum master describes the goal.|The product owner creates new milestones and gives them titles.|The development team takes the stories from the top of the product backlog and assigns them to the sprint backlog.|The product owner determines the team velocity.",2,"Development Team có quyền tự chủ (autonomy) chọn các User Story ưu tiên hàng đầu từ Product Backlog để chuyển vào Sprint Backlog."
167,single_choice,"Which of the following is done at the sprint planning meeting?","The product owner describes the goal.|The team agrees to the labels, estimates, and story details.|A sprint backlog is created.|All of the above.",3,"Cuộc họp Sprint Planning bao gồm: Product Owner nêu mục tiêu Sprint, nhóm thống nhất ước lượng/chi tiết công việc, và tạo ra Sprint Backlog."
168,single_choice,"Select the key problem with having a traditional product manager who becomes a product owner.","The product owner must stay focused on the budget.|The product owner must be able to focus on business requirements over technical goals.|The product owner must be able to focus on vision over operations.|The product owner must stay focused on the stakeholders rather than the team.",2,"Thách thức lớn nhất khi một Product Manager truyền thống chuyển sang làm Product Owner là phải dịch chuyển trọng tâm từ vận hành chi tiết (operations) sang tầm nhìn sản phẩm (vision)."
169,single_choice,"Select the correct statement regarding the scrum master.","The scrum master is a coach rather than a task master.|The scrum master documents impediments as project risks.|The scrum master keeps the team marching to a fixed plan.|The scrum master is a role based on the waterfall approach.",0,"Scrum Master đóng vai trò là một người huấn luyện/khai vấn (coach) hỗ trợ nhóm tự quản lý, chứ không phải là người giao việc quản lý tiến độ (task master)."
170,single_choice,"Select the correct statement regarding kanban pipelines.","The sprint backlog is followed by the icebox.|A kanban board is made of multiple pipelines.|The first pipeline on a kanban board is product backlog.|The new issues pipeline is for storing items you will do in the next two weeks.",1,"Bảng Kanban được cấu thành từ nhiều đường ống/cột trạng thái (pipelines/columns) nối tiếp nhau từ New Issues, Backlog cho đến Done."
171,single_choice,"What happens to sticky notes on a kanban board?","They stay put until the story is finished.|They are removed as tasks are completed.|They are moved across the board to show progress.|They are used as messages from one team member to another.",2,"Các thẻ ghi chú (Sticky notes/Cards) trên bảng Kanban được dịch chuyển dần qua các cột từ trái sang phải để trực quan hóa tiến độ công việc."
172,single_choice,"The parts of a user story are: As a <role> I need <function> so that <benefit>.","direction, idea, outcome|role, function, benefit|benefit, detail, outcome|user, assumption, goal",1,"Mẫu User Story chuẩn gồm 3 thành phần chính: Vai trò (Role), Chức năng (Function) và Lợi ích kinh doanh mang lại (Benefit)."
