ID,Câu hỏi,Đáp án A,Đáp án B,Đáp án C,Đáp án D,Đáp án đúng,Giải thích,Ví dụ
Q82,Từ nào sau đây có nghĩa là 'Học tập'?,漢字,勉強,倒す,黄色,B,"A. 漢字 (かんじ - Chữ Hán), B. 勉強 (べんきょう - Học tập), C. 倒す (たおす - Chặt đổ, đốn ngã, đánh gục), D. 黄色 (きいろ - Màu vàng)",日本語の勉強をしています。(Đang học tiếng Nhật.)
Q83,"Từ nào sau đây có nghĩa là 'Cản, ngăn, đỗ (xe)'?",捨てる,動く,止める,勉強します,C,"A. 捨てる (すてる - Vứt), B. 動く (うごく - Di chuyển, chuyển động), C. 止める (とめる - Cản, ngăn, đỗ (xe)), D. 勉強します (べんきょうします - Học)",ここに車を止めます。(Đỗ xe ở đây.)
Q84,Từ nào sau đây có nghĩa là 'Làm vỡ'?,割る,貼る,勉強します,かける,A,"A. 割る (わる - Làm vỡ), B. 貼る (はる - Dán), C. 勉強します (べんきょうします - Học), D. かける (Treo lên)",コップを割ってしまいました。(Tôi lỡ làm vỡ cái cốc.)
Q85,"Từ nào sau đây có nghĩa là 'Ấm lên, nóng lên'?",植える,棚,暖まる,出発,C,"A. 植える (うえる - Trồng (cây)), B. 棚 (たな - Tủ, giá...), C. 暖まる (あたたまる - Ấm lên, nóng lên), D. 出発 (しゅっぱつ - Xuất phát)",ストーブで部屋が暖まります。(Căn phòng ấm lên nhờ lò sưởi.)
Q86,"Từ nào sau đây có nghĩa là 'Tôi, tớ (đại từ nam giới)'?",動く,強い,茶色,僕,D,"A. 動く (うごく - Di chuyển, chuyển động), B. 強い (つよい - Mạnh), C. 茶色 (ちゃいろ - Màu nâu), D. 僕 (ぼく - Tôi, tớ (đại từ nam giới))",僕は学生です。(Tớ là học sinh.)
Q87,Từ nào sau đây có nghĩa là 'Treo lên'?,かける,壊す,黄色い,僕,A,"A. かける (Treo lên), B. 壊す (こわす - Làm hỏng), C. 黄色い (きいろい - Vàng (tính từ)), D. 僕 (ぼく - Tôi, tớ (đại từ nam giới))",壁に絵をかけます。(Treo bức tranh lên tường.)
Q88,Từ nào sau đây có nghĩa là 'Cơm tối'?,勉強,止める,晩ご飯,用意する,C,"A. 勉強 (べんきょう - Học tập), B. 止める (とめる - Cản, ngăn, đỗ (xe)), C. 晩ご飯 (ばんごはん - Cơm tối), D. 用意する (よういする - Chuẩn bị)",家族と晩ご飯を食べます。(Ăn cơm tối cùng gia đình.)
Q89,Từ nào sau đây có nghĩa là 'Treo lên'?,寝室,予定,沸く,かける,D,"A. 寝室 (しんしつ - Phòng ngủ), B. 予定 (よてい - Dự định, kế hoạch), C. 沸く (わく - (Nước bồn tắm) nóng lên, (nước) sôi lên), D. かける (Treo lên)",壁に絵をかけます。(Treo bức tranh lên tường.)
Q90,"Từ nào sau đây có nghĩa là 'Giúp đỡ, cứu'?",助ける,植える,落とす,風邪,A,"A. 助ける (たすける - Giúp đỡ, cứu), B. 植える (うえる - Trồng (cây)), C. 落とす (おとす - Làm rơi, đánh rơi), D. 風邪 (かぜ - Cảm cúm)",困っている人を助けます。(Giúp đỡ người đang gặp khó khăn.)
Q91,Từ nào sau đây có nghĩa là 'Quyết định (cái gì đó)'?,発売,決めます,変える,毎晩,B,"A. 発売 (はつばい - Mở bán), B. 決めます (きめます - Quyết định (cái gì đó)), C. 変える (かえる - Thay đổi, đổi), D. 毎晩 (まいばん - Hàng tối, mỗi tối)",旅行の予定を決めます。(Quyết định kế hoạch du lịch.)
Q92,Từ nào sau đây có nghĩa là 'Dữ liệu'?,データ,風,予定,景色,A,"A. データ (Dữ liệu), B. 風 (かぜ - Gió), C. 予定 (よてい - Dự định, kế hoạch), D. 景色 (けしき - Phong cảnh)",パソコンのデータを保存します。(Lưu dữ liệu máy tính.)
Q93,Từ nào sau đây có nghĩa là 'Làm rách'?,並べる,台風,育つ,破る,D,"A. 並べる (ならべる - Sắp xếp), B. 台風 (たいふう - Bão), C. 育つ (そだつ - Được nuôi nấng; lớn lên, trưởng thành), D. 破る (やぶる - Làm rách)",紙を破ってしまいました。(Tôi lỡ làm rách tờ giấy.)
Q94,"Từ nào sau đây có nghĩa là 'Ấm lên, nóng lên'?",勉強します,暖まる,棚,予定,B,"A. 勉強します (べんきょうします - Học), B. 暖まる (あたたまる - Ấm lên, nóng lên), C. 棚 (たな - Tủ, giá...), D. 予定 (よてい - Dự định, kế hoạch)",ストーブで部屋が暖まります。(Căn phòng ấm lên nhờ lò sưởi.)
Q95,Từ nào sau đây có nghĩa là 'Quan trọng'?,変わる,大切,寝室,ちゃんと,B,"A. 変わる (かわる - Được thay đổi), B. 大切 (たいせつ - Quan trọng), C. 寝室 (しんしつ - Phòng ngủ), D. ちゃんと (Đầy đủ)",家族は大切です。(Gia đình là quan trọng.)
Q96,"Từ nào sau đây có nghĩa là 'Hàng tối, mỗi tối'?",タイマー,虫,毎晩,黄色い,C,"A. タイマー (Hẹn giờ), B. 虫 (むし - Côn trùng, con sâu), C. 毎晩 (まいばん - Hàng tối, mỗi tối), D. 黄色い (きいろい - Vàng (tính từ))",毎晩本を読みます。(Mỗi tối đều đọc sách.)
Q97,Từ nào sau đây có nghĩa là 'Được xây dựng'?,沸く,並べる,建つ,予定,C,"A. 沸く (わく - (Nước bồn tắm) nóng lên, (nước) sôi lên), B. 並べる (ならべる - Sắp xếp), C. 建つ (たつ - Được xây dựng), D. 予定 (よてい - Dự định, kế hoạch)",新しいビルが建ちます。(Tòa nhà mới được xây dựng.)
Q98,Từ nào sau đây có nghĩa là 'Được trồng'?,勉強,出発,植わる,データ,C,"A. 勉強 (べんきょう - Học tập), B. 出発 (しゅっぱつ - Xuất phát), C. 植わる (うわる - Được trồng), D. データ (Dữ liệu)",庭に木が植わっています。(Cây được trồng trong vườn.)
Q99,Từ nào sau đây có nghĩa là 'Lạnh'?,割る,毎晩,汚す,冷える,D,"A. 割る (わる - Làm vỡ), B. 毎晩 (まいばん - Hàng tối, mỗi tối), C. 汚す (よごす - Làm bẩn), D. 冷える (ひえる - Lạnh)",ビールが冷えています。(Bia đang lạnh.)
Q100,Từ nào sau đây có nghĩa là 'Học'?,だって,治す,勉強します,油,C,"A. だって (Bởi vì...), B. 治す (なおす - Chữa khỏi), C. 勉強します (べんきょうします - Học), D. 油 (あぶら - Dầu)",図書館で勉強します。(Học ở thư viện.)
Q101,Điền từ thích hợp vào chỗ trống: 新しいビルが＿＿＿ちます。,〜っけ,建つ,開始する,勉強,B,"A. 〜っけ (〜 ấy nhỉ?), B. 建つ (たつ - Được xây dựng), C. 開始する (かいしする - Bắt đầu), D. 勉強 (べんきょう - Học tập)",新しいビルが建ちます。(Tòa nhà mới được xây dựng.)
Q102,Điền từ thích hợp vào chỗ trống: お湯が＿＿＿きました。,毎晩,データ,石油,沸く,D,"A. 毎晩 (まいばん - Hàng tối, mỗi tối), B. データ (Dữ liệu), C. 石油 (せきゆ - Dầu mỏ), D. 沸く (わく - (Nước bồn tắm) nóng lên, (nước) sôi lên)",お湯が沸きました。(Nước đã sôi.)
Q103,Điền từ thích hợp vào chỗ trống: 机を＿＿＿べます。,晩ご飯,用意する,勉強,並べる,D,"A. 晩ご飯 (ばんごはん - Cơm tối), B. 用意する (よういする - Chuẩn bị), C. 勉強 (べんきょう - Học tập), D. 並べる (ならべる - Sắp xếp)",机を並べます。(Sắp xếp bàn ghế.)
Q104,Điền từ thích hợp vào chỗ trống: パソコンの＿＿＿を保存します。,大切,寝室,データ,育つ,C,"A. 大切 (たいせつ - Quan trọng), B. 寝室 (しんしつ - Phòng ngủ), C. データ (Dữ liệu), D. 育つ (そだつ - Được nuôi nấng; lớn lên, trưởng thành)",パソコンのデータを保存します。(Lưu dữ liệu máy tính.)
Q105,Điền từ thích hợp vào chỗ trống: 壁に絵が＿＿＿かっています。,売る,かかる,壊す,石油,B,"A. 売る (うる - Bán), B. かかる (Được treo), C. 壊す (こわす - Làm hỏng), D. 石油 (せきゆ - Dầu mỏ)",壁に絵がかかっています。(Bức tranh được treo trên tường.)
Q106,Điền từ thích hợp vào chỗ trống: この料理は＿＿＿美味しいです。,助ける,結構,汚す,パズル,B,"A. 助ける (たすける - Giúp đỡ, cứu), B. 結構 (けっこう - Khá ~, tương đối ~), C. 汚す (よごす - Làm bẩn), D. パズル (Đồ chơi xếp hình)",この料理は結構美味しいです。(Món này khá ngon.)
Q107,Điền từ thích hợp vào chỗ trống: パーティーの＿＿＿をします。,用意する,風邪,データ,出発,A,"A. 用意する (よういする - Chuẩn bị), B. 風邪 (かぜ - Cảm cúm), C. データ (Dữ liệu), D. 出発 (しゅっぱつ - Xuất phát)",パーティーの用意をします。(Chuẩn bị cho bữa tiệc.)
Q108,Điền từ thích hợp vào chỗ trống: 部屋に花を＿＿＿ります。,植える,飾る,沸かす,石油,B,"A. 植える (うえる - Trồng (cây)), B. 飾る (かざる - Trang trí), C. 沸かす (わかす - Làm nóng (bồn tắm); đun (nước sôi)), D. 石油 (せきゆ - Dầu mỏ)",部屋に花を飾ります。(Trang trí hoa trong phòng.)
Q109,Điền từ thích hợp vào chỗ trống: 庭に花を＿＿＿えます。,植える,石油,勉強します,出発,A,"A. 植える (うえる - Trồng (cây)), B. 石油 (せきゆ - Dầu mỏ), C. 勉強します (べんきょうします - Học), D. 出発 (しゅっぱつ - Xuất phát)",庭に花を植えます。(Trồng hoa trong vườn.)
Q110,Điền từ thích hợp vào chỗ trống: ビールが＿＿＿えています。,壊す,寝室,冷える,動く,C,"A. 壊す (こわす - Làm hỏng), B. 寝室 (しんしつ - Phòng ngủ), C. 冷える (ひえる - Lạnh), D. 動く (うごく - Di chuyển, chuyển động)",ビールが冷えています。(Bia đang lạnh.)
Q111,Điền từ thích hợp vào chỗ trống: 信号が赤に＿＿＿わりました。,変わる,並べる,色んな,植える,A,"A. 変わる (かわる - Được thay đổi), B. 並べる (ならべる - Sắp xếp), C. 色んな (いろんな - Nhiều (loại)), D. 植える (うえる - Trồng (cây))",信号が赤に変わりました。(Đèn giao thông đã chuyển sang màu đỏ.)
Q112,Điền từ thích hợp vào chỗ trống: コップを＿＿＿ってしまいました。,そのままで,決めます,割る,決まります,C,"A. そのままで (Để nguyên, giữ nguyên như thế), B. 決めます (きめます - Quyết định (cái gì đó)), C. 割る (わる - Làm vỡ), D. 決まります (きまります - (cái gì đó) Được quyết định)",コップを割ってしまいました。(Tôi lỡ làm vỡ cái cốc.)
Q113,Điền từ thích hợp vào chỗ trống: 明日のテストは何時だっけ？(Bài kiểm tra ngày mai lúc mấy giờ ấy nhỉ?)。,強い,汚す,消す,〜っけ,D,"A. 強い (つよい - Mạnh), B. 汚す (よごす - Làm bẩn), C. 消す (けす - Tắt / xóa), D. 〜っけ (〜 ấy nhỉ?)",明日のテストは何時だっけ？(Bài kiểm tra ngày mai lúc mấy giờ ấy nhỉ?)
Q114,Điền từ thích hợp vào chỗ trống: 好きな＿＿＿は何ですか。,乾かす,色,〜っけ,汚す,B,"A. 乾かす (かわかす - Làm khô, hong khô), B. 色 (いろ - Màu sắc), C. 〜っけ (〜 ấy nhỉ?), D. 汚す (よごす - Làm bẩn)",好きな色は何ですか。(Bạn thích màu gì?)
Q115,Điền từ thích hợp vào chỗ trống: 強い＿＿＿が吹いています。,黄色,油,台風,風,D,"A. 黄色 (きいろ - Màu vàng), B. 油 (あぶら - Dầu), C. 台風 (たいふう - Bão), D. 風 (かぜ - Gió)",強い風が吹いています。(Gió thổi mạnh.)
Q116,Điền từ thích hợp vào chỗ trống: ＿＿＿で野菜を炒めます。,沸く,油,植わる,乾かす,B,"A. 沸く (わく - (Nước bồn tắm) nóng lên, (nước) sôi lên), B. 油 (あぶら - Dầu), C. 植わる (うわる - Được trồng), D. 乾かす (かわかす - Làm khô, hong khô)",油で野菜を炒めます。(Xào rau bằng dầu.)
Q117,Điền từ thích hợp vào chỗ trống: テストを＿＿＿。,アイドル,開始する,データ,発音,B,"A. アイドル (Thần tượng), B. 開始する (かいしする - Bắt đầu), C. データ (Dữ liệu), D. 発音 (はつおん - Phát âm)",テストを開始します。(Bắt đầu bài kiểm tra.)
Q118,Điền từ thích hợp vào chỗ trống: ゴミを＿＿＿てます。,捨てる,倒す,つく,勉強,A,"A. 捨てる (すてる - Vứt), B. 倒す (たおす - Chặt đổ, đốn ngã, đánh gục), C. つく ((Điện, đèn...) bật), D. 勉強 (べんきょう - Học tập)",ゴミを捨てます。(Vứt rác.)
Q119,Điền từ thích hợp vào chỗ trống: 本を＿＿＿に置きます。,動く,並べる,棚,植わる,C,"A. 動く (うごく - Di chuyển, chuyển động), B. 並べる (ならべる - Sắp xếp), C. 棚 (たな - Tủ, giá...), D. 植わる (うわる - Được trồng)",本を棚に置きます。(Đặt sách lên giá.)
Q120,Điền từ thích hợp vào chỗ trống: 新しいビルが＿＿＿ちます。,建つ,勉強,出発,汚す,A,"A. 建つ (たつ - Được xây dựng), B. 勉強 (べんきょう - Học tập), C. 出発 (しゅっぱつ - Xuất phát), D. 汚す (よごす - Làm bẩn)",新しいビルが建ちます。(Tòa nhà mới được xây dựng.)
Q121,Điền từ thích hợp vào chỗ trống: 薬を飲んで風邪を＿＿＿。,景色,タイマー,風,治す,D,"A. 景色 (けしき - Phong cảnh), B. タイマー (Hẹn giờ), C. 風 (かぜ - Gió), D. 治す (なおす - Chữa khỏi)",薬を飲んで風邪を治します。(Uống thuốc để chữa khỏi cảm.)
Q122,Điền từ thích hợp vào chỗ trống: 彼は力が＿＿＿です。,強い,色,用意する,動く,A,"A. 強い (つよい - Mạnh), B. 色 (いろ - Màu sắc), C. 用意する (よういする - Chuẩn bị), D. 動く (うごく - Di chuyển, chuyển động)",彼は力が強いです。(Anh ấy có sức mạnh lớn.)
Q123,Điền từ thích hợp vào chỗ trống: 子供が元気に＿＿＿ちます。,貼る,育つ,棚,汚す,B,"A. 貼る (はる - Dán), B. 育つ (そだつ - Được nuôi nấng; lớn lên, trưởng thành), C. 棚 (たな - Tủ, giá...), D. 汚す (よごす - Làm bẩn)",子供が元気に育ちます。(Đứa trẻ lớn lên khỏe mạnh.)
Q124,Điền từ thích hợp vào chỗ trống: ドライヤーで髪を＿＿＿。,暖まる,決めます,僕,乾かす,D,"A. 暖まる (あたたまる - Ấm lên, nóng lên), B. 決めます (きめます - Quyết định (cái gì đó)), C. 僕 (ぼく - Tôi, tớ (đại từ nam giới)), D. 乾かす (かわかす - Làm khô, hong khô)",ドライヤーで髪を乾かします。(Làm khô tóc bằng máy sấy.)
Q125,Điền từ thích hợp vào chỗ trống: ＿＿＿、映画を見ます。,沸かす,貼る,今晩,止める,C,"A. 沸かす (わかす - Làm nóng (bồn tắm); đun (nước sôi)), B. 貼る (はる - Dán), C. 今晩 (こんばん - Tối nay), D. 止める (とめる - Cản, ngăn, đỗ (xe))",今晩、映画を見ます。(Tối nay sẽ xem phim.)
Q126,Điền từ thích hợp vào chỗ trống: 彼女は人気の＿＿＿です。,アイドル,タイマー,助ける,落とす,A,"A. アイドル (Thần tượng), B. タイマー (Hẹn giờ), C. 助ける (たすける - Giúp đỡ, cứu), D. 落とす (おとす - Làm rơi, đánh rơi)",彼女は人気のアイドルです。(Cô ấy là thần tượng được yêu thích.)
Q127,Điền từ thích hợp vào chỗ trống: ＿＿＿が飛んでいます。,変える,台風,そのままで,虫,D,"A. 変える (かえる - Thay đổi, đổi), B. 台風 (たいふう - Bão), C. そのままで (Để nguyên, giữ nguyên như thế), D. 虫 (むし - Côn trùng, con sâu)",虫が飛んでいます。(Côn trùng đang bay.)
Q128,Điền từ thích hợp vào chỗ trống: 薬を飲んで風邪を＿＿＿。,風,黄色い,開始する,治す,D,"A. 風 (かぜ - Gió), B. 黄色い (きいろい - Vàng (tính từ)), C. 開始する (かいしする - Bắt đầu), D. 治す (なおす - Chữa khỏi)",薬を飲んで風邪を治します。(Uống thuốc để chữa khỏi cảm.)
Q129,Điền từ thích hợp vào chỗ trống: 本を＿＿＿に置きます。,棚,今晩,勉強します,晩ご飯,A,"A. 棚 (たな - Tủ, giá...), B. 今晩 (こんばん - Tối nay), C. 勉強します (べんきょうします - Học), D. 晩ご飯 (ばんごはん - Cơm tối)",本を棚に置きます。(Đặt sách lên giá.)
Q130,Điền từ thích hợp vào chỗ trống: 部屋の電気が＿＿＿きました。,結構,風邪,育つ,つく,D,"A. 結構 (けっこう - Khá ~, tương đối ~), B. 風邪 (かぜ - Cảm cúm), C. 育つ (そだつ - Được nuôi nấng; lớn lên, trưởng thành), D. つく ((Điện, đèn...) bật)",部屋の電気がつきました。(Đèn trong phòng đã bật.)
Q131,Điền từ thích hợp vào chỗ trống: 家族と＿＿＿を食べます。,汚す,予定,晩ご飯,止める,C,"A. 汚す (よごす - Làm bẩn), B. 予定 (よてい - Dự định, kế hoạch), C. 晩ご飯 (ばんごはん - Cơm tối), D. 止める (とめる - Cản, ngăn, đỗ (xe))",家族と晩ご飯を食べます。(Ăn cơm tối cùng gia đình.)
Q132,Điền từ thích hợp vào chỗ trống: 庭に花を＿＿＿えます。,飾る,植える,決まります,だって,B,"A. 飾る (かざる - Trang trí), B. 植える (うえる - Trồng (cây)), C. 決まります (きまります - (cái gì đó) Được quyết định), D. だって (Bởi vì...)",庭に花を植えます。(Trồng hoa trong vườn.)
Q133,Điền từ thích hợp vào chỗ trống: パソコンの＿＿＿を保存します。,データ,だって,割る,ちゃんと,A,"A. データ (Dữ liệu), B. だって (Bởi vì...), C. 割る (わる - Làm vỡ), D. ちゃんと (Đầy đủ)",パソコンのデータを保存します。(Lưu dữ liệu máy tính.)
Q134,Điền từ thích hợp vào chỗ trống: ＿＿＿を書くのは難しいです。,建つ,つく,漢字,出発,C,"A. 建つ (たつ - Được xây dựng), B. つく ((Điện, đèn...) bật), C. 漢字 (かんじ - Chữ Hán), D. 出発 (しゅっぱつ - Xuất phát)",漢字を書くのは難しいです。(Viết chữ Hán rất khó.)
Q135,Điền từ thích hợp vào chỗ trống: 壁に絵を＿＿＿けます。,つく,色,かける,建つ,C,"A. つく ((Điện, đèn...) bật), B. 色 (いろ - Màu sắc), C. かける (Treo lên), D. 建つ (たつ - Được xây dựng)",壁に絵をかけます。(Treo bức tranh lên tường.)
Q136,Điền từ thích hợp vào chỗ trống: ＿＿＿本を読みます。,割る,茶色,パズル,毎晩,D,"A. 割る (わる - Làm vỡ), B. 茶色 (ちゃいろ - Màu nâu), C. パズル (Đồ chơi xếp hình), D. 毎晩 (まいばん - Hàng tối, mỗi tối)",毎晩本を読みます。(Mỗi tối đều đọc sách.)
Q137,Điền từ thích hợp vào chỗ trống: ストーブで部屋が＿＿＿まります。,変える,暖まる,アイドル,結構,B,"A. 変える (かえる - Thay đổi, đổi), B. 暖まる (あたたまる - Ấm lên, nóng lên), C. アイドル (Thần tượng), D. 結構 (けっこう - Khá ~, tương đối ~)",ストーブで部屋が暖まります。(Căn phòng ấm lên nhờ lò sưởi.)
Q138,Điền từ thích hợp vào chỗ trống: 切手を＿＿＿ります。,治る,貼る,色んな,風邪,B,"A. 治る (なおる - Khỏi (bệnh, ốm)), B. 貼る (はる - Dán), C. 色んな (いろんな - Nhiều (loại)), D. 風邪 (かぜ - Cảm cúm)",切手を貼ります。(Dán tem.)
Q139,Điền từ thích hợp vào chỗ trống: 面接で＿＿＿しました。,捨てる,緊張する,変える,倒す,B,"A. 捨てる (すてる - Vứt), B. 緊張する (きんちょうする - Căng thẳng), C. 変える (かえる - Thay đổi, đổi), D. 倒す (たおす - Chặt đổ, đốn ngã, đánh gục)",面接で緊張しました。(Tôi đã căng thẳng trong buổi phỏng vấn.)
Q140,Điền từ thích hợp vào chỗ trống: ＿＿＿で野菜を炒めます。,止める,油,景色,かける,B,"A. 止める (とめる - Cản, ngăn, đỗ (xe)), B. 油 (あぶら - Dầu), C. 景色 (けしき - Phong cảnh), D. かける (Treo lên)",油で野菜を炒めます。(Xào rau bằng dầu.)
Q141,Điền từ thích hợp vào chỗ trống: 旅行の予定を＿＿＿。,茶色,決めます,今晩,強い,B,"A. 茶色 (ちゃいろ - Màu nâu), B. 決めます (きめます - Quyết định (cái gì đó)), C. 今晩 (こんばん - Tối nay), D. 強い (つよい - Mạnh)",旅行の予定を決めます。(Quyết định kế hoạch du lịch.)
Q142,Điền từ thích hợp vào chỗ trống: テストを＿＿＿。,かける,かかる,売る,開始する,D,"A. かける (Treo lên), B. かかる (Được treo), C. 売る (うる - Bán), D. 開始する (かいしする - Bắt đầu)",テストを開始します。(Bắt đầu bài kiểm tra.)
Q143,Điền từ thích hợp vào chỗ trống: この料理は＿＿＿美味しいです。,結構,沸かす,発明,売る,A,"A. 結構 (けっこう - Khá ~, tương đối ~), B. 沸かす (わかす - Làm nóng (bồn tắm); đun (nước sôi)), C. 発明 (はつめい - Phát minh), D. 売る (うる - Bán)",この料理は結構美味しいです。(Món này khá ngon.)
Q144,Điền từ thích hợp vào chỗ trống: 彼女は人気の＿＿＿です。,つく,アイドル,勉強,色,B,"A. つく ((Điện, đèn...) bật), B. アイドル (Thần tượng), C. 勉強 (べんきょう - Học tập), D. 色 (いろ - Màu sắc)",彼女は人気のアイドルです。(Cô ấy là thần tượng được yêu thích.)
Q145,Điền từ thích hợp vào chỗ trống: ＿＿＿いいですよ。,そのままで,開始する,色んな,かかる,A,"A. そのままで (Để nguyên, giữ nguyên như thế), B. 開始する (かいしする - Bắt đầu), C. 色んな (いろんな - Nhiều (loại)), D. かかる (Được treo)",そのままでいいですよ。(Cứ để nguyên như vậy là được rồi.)
Q146,Điền từ thích hợp vào chỗ trống: ８時に＿＿＿。,沸かす,風,消す,出発,D,"A. 沸かす (わかす - Làm nóng (bồn tắm); đun (nước sôi)), B. 風 (かぜ - Gió), C. 消す (けす - Tắt / xóa), D. 出発 (しゅっぱつ - Xuất phát)",８時に出発します。(Xuất phát lúc 8 giờ.)
Q147,Điền từ thích hợp vào chỗ trống: 風邪が＿＿＿りました。,並べる,汚す,決まります,治る,D,"A. 並べる (ならべる - Sắp xếp), B. 汚す (よごす - Làm bẩn), C. 決まります (きまります - (cái gì đó) Được quyết định), D. 治る (なおる - Khỏi (bệnh, ốm))",風邪が治りました。(Bệnh cảm đã khỏi.)
Q148,Điền từ thích hợp vào chỗ trống: 古い車を＿＿＿ります。,売る,そのままで,治す,変わる,A,"A. 売る (うる - Bán), B. そのままで (Để nguyên, giữ nguyên như thế), C. 治す (なおす - Chữa khỏi), D. 変わる (かわる - Được thay đổi)",古い車を売ります。(Bán chiếc xe cũ.)
Q149,Điền từ thích hợp vào chỗ trống: 時計を＿＿＿しました。,壊す,僕,売る,割る,A,"A. 壊す (こわす - Làm hỏng), B. 僕 (ぼく - Tôi, tớ (đại từ nam giới)), C. 売る (うる - Bán), D. 割る (わる - Làm vỡ)",時計を壊しました。(Làm hỏng đồng hồ.)
Q150,Điền từ thích hợp vào chỗ trống: ＿＿＿、雨が降っているから。,倒す,データ,だって,出発,C,"A. 倒す (たおす - Chặt đổ, đốn ngã, đánh gục), B. データ (Dữ liệu), C. だって (Bởi vì...), D. 出発 (しゅっぱつ - Xuất phát)",だって、雨が降っているから。(Bởi vì trời đang mưa mà.)
