ID,Câu hỏi,Đáp án A,Đáp án B,Đáp án C,Đáp án D,Đáp án đúng,Giải thích,Ví dụ
Q81,"Từ nào sau đây có nghĩa là 'Bếp, phòng bếp'?",冷房,飼い主,台所,暖かい,C,"A. 冷房 (れいぼう - Chế độ lạnh của điều hòa), B. 飼い主 (かいぬし - Chủ nuôi), C. 台所 (だいどころ - Bếp, phòng bếp), D. 暖かい (あたたかい - Ấm)",台所で料理を作ります。(Nấu ăn trong phòng bếp.)
Q82,Từ nào sau đây có nghĩa là 'Điện'?,電気,近い,弱い,敬語,A,"A. 電気 (でんき - Điện), B. 近い (ちかい - Gần, sát), C. 弱い (よわい - Yếu, yếu đuối), D. 敬語 (けいご - Kính ngữ)",電気をつけてください。(Hãy bật điện lên.)
Q83,Từ nào sau đây có nghĩa là 'Cát'?,壁,白い,砂,主人公,C,"A. 壁 (かべ - Bức tường), B. 白い (しろい - Màu trắng, trắng), C. 砂 (すな - Cát), D. 主人公 (しゅじんこう - Nhân vật chính)",海で砂遊びをします。(Chơi cát ở biển.)
Q84,"Từ nào sau đây có nghĩa là 'Cắt, cứa; ngắt (nguồn điện)'?",真面目,切ります,大切,もう少しで,B,"A. 真面目 (まじめ - Nghiêm túc, chăm chỉ), B. 切ります (きります - Cắt, cứa; ngắt (nguồn điện)), C. 大切 (たいせつ - Quan trọng), D. もう少しで (もうすこしで - Thêm một chút)",ナイフで肉を切ります。(Cắt thịt bằng dao.)
Q85,Từ nào sau đây có nghĩa là 'Làm ấm'?,うれしい,温める,黒板,コンセント,B,"A. うれしい (Vui vẻ), B. 温める (あたためる - Làm ấm), C. 黒板 (こくばん - Bảng đen), D. コンセント (Ổ cắm)",スープを温めます。(Làm ấm súp.)
Q86,"Từ nào sau đây có nghĩa là 'Cảm xúc, tâm trạng'?",間違える,取れる,気持ち,所,C,"A. 間違える (まちがえる - Nhầm ~, sai), B. 取れる (とれる - Bung (cúc/khuy)), C. 気持ち (きもち - Cảm xúc, tâm trạng), D. 所 (ところ - Nơi, chỗ)",今日は気持ちがいいです。(Hôm nay tâm trạng rất tốt.)
Q87,Từ nào sau đây có nghĩa là 'Đôi môi'?,くちびる,うれしい,近づきます,砂,A,"A. くちびる (Đôi môi), B. うれしい (Vui vẻ), C. 近づきます (ちかづきます - Lại gần, tiếp cận), D. 砂 (すな - Cát)",くちびるが赤いです。(Đôi môi màu đỏ.)
Q88,"Từ nào sau đây có nghĩa là 'Hàng xóm, khu lân cận'?",前髪,住所,近所,折る,C,"A. 前髪 (まえがみ - Tóc mái), B. 住所 (じゅうしょ - Địa chỉ), C. 近所 (きんじょ - Hàng xóm, khu lân cận), D. 折る (おる - Bẻ, gập)",近所の人に挨拶します。(Chào hỏi người hàng xóm.)
Q89,Từ nào sau đây có nghĩa là 'Ngoại ngữ'?,温める,外国語,暗い,厚い,B,"A. 温める (あたためる - Làm ấm), B. 外国語 (がいこくご - Ngoại ngữ), C. 暗い (くらい - Tối, u ám), D. 厚い (あつい - Dày)",外国語を勉強するのは楽しいです。(Việc học ngoại ngữ rất vui.)
Q90,Từ nào sau đây có nghĩa là 'Làm lạnh'?,〜度,冷やす,近い,国,B,"A. 〜度 (〜ど - Độ C), B. 冷やす (ひやす - Làm lạnh), C. 近い (ちかい - Gần, sát), D. 国 (くに - Đất nước)",ビールを冷蔵庫で冷やします。(Làm lạnh bia trong tủ lạnh.)
Q91,Từ nào sau đây có nghĩa là 'Nước ngoài'?,分ける,幸せ,外国,ひも,C,"A. 分ける (わける - Chia, phân loại), B. 幸せ (しあわせ - Hạnh phúc), C. 外国 (がいこく - Nước ngoài), D. ひも (Sợi dây)",外国へ旅行に行きます。(Đi du lịch nước ngoài.)
Q92,"Từ nào sau đây có nghĩa là 'Khuy, cúc'?",強い,ボタン,お年玉,砂糖,B,"A. 強い (つよい - Mạnh, mạnh mẽ), B. ボタン (Khuy, cúc), C. お年玉 (おとしだま - Tiền mừng tuổi), D. 砂糖 (さとう - Đường, đường ăn)",シャツのボタンをかけます。(Cài cúc áo sơ mi.)
Q93,"Từ nào sau đây có nghĩa là 'Bị gãy, bị đứt'?",塗る,親切,最近,切れる,D,"A. 塗る (ぬる - Bôi (thuốc), quét (sơn)), B. 親切 (しんせつ - Thân thiện, tử tế), C. 最近 (さいきん - Gần đây, dạo này), D. 切れる (きれる - Bị gãy, bị đứt)",ひもが切れました。(Sợi dây bị đứt rồi.)
Q94,Từ nào sau đây có nghĩa là 'Hạnh phúc'?,切手,黒板,幸せ,主人公,C,"A. 切手 (きって - Con tem), B. 黒板 (こくばん - Bảng đen), C. 幸せ (しあわせ - Hạnh phúc), D. 主人公 (しゅじんこう - Nhân vật chính)",家族と一緒にいて幸せです。(Tôi hạnh phúc khi ở cùng gia đình.)
Q95,Từ nào sau đây có nghĩa là 'Sữa bò'?,主人公,牛乳,締め切り,うるさい,B,"A. 主人公 (しゅじんこう - Nhân vật chính), B. 牛乳 (ぎゅうにゅう - Sữa bò), C. 締め切り (しめきり - Hạn chót), D. うるさい (Ầm ĩ, ồn ào)",毎朝牛乳を飲みます。(Mỗi sáng tôi đều uống sữa bò.)
Q96,"Từ nào sau đây có nghĩa là 'Nơi, chỗ'?",換える,電気,お年玉,所,D,"A. 換える (かえる - Đổi), B. 電気 (でんき - Điện), C. お年玉 (おとしだま - Tiền mừng tuổi), D. 所 (ところ - Nơi, chỗ)",静かな所に住みたいです。(Tôi muốn sống ở một nơi yên tĩnh.)
Q97,"Từ nào sau đây có nghĩa là 'Đường, đường ăn'?",電気,黒板,うるさい,砂糖,D,"A. 電気 (でんき - Điện), B. 黒板 (こくばん - Bảng đen), C. うるさい (Ầm ĩ, ồn ào), D. 砂糖 (さとう - Đường, đường ăn)",コーヒーに砂糖を入れます。(Cho đường vào cà phê.)
Q98,Từ nào sau đây có nghĩa là 'Trứng ốp la'?,幸せ,目玉焼き,台所,ゴール,B,"A. 幸せ (しあわせ - Hạnh phúc), B. 目玉焼き (めだまやき - Trứng ốp la), C. 台所 (だいどころ - Bếp, phòng bếp), D. ゴール (Ghi bàn, ghi điểm)",朝ごはんに目玉焼きを食べます。(Ăn trứng ốp la vào bữa sáng.)
Q99,Từ nào sau đây có nghĩa là 'Làm lạnh'?,温度,折れる,冷やす,前髪,C,"A. 温度 (おんど - Nhiệt độ), B. 折れる (おれる - Gãy), C. 冷やす (ひやす - Làm lạnh), D. 前髪 (まえがみ - Tóc mái)",ビールを冷蔵庫で冷やします。(Làm lạnh bia trong tủ lạnh.)
Q100,"Từ nào sau đây có nghĩa là 'Khuy, cúc'?",ボタン,砂糖,所,切ります,A,"A. ボタン (Khuy, cúc), B. 砂糖 (さとう - Đường, đường ăn), C. 所 (ところ - Nơi, chỗ), D. 切ります (きります - Cắt, cứa; ngắt (nguồn điện))",シャツのボタンをかけます。(Cài cúc áo sơ mi.)
Q101,Điền từ thích hợp vào chỗ trống: 木の枝が＿＿＿ました。,親切,所,気持ち,折れる,D,"A. 親切 (しんせつ - Thân thiện, tử tế), B. 所 (ところ - Nơi, chỗ), C. 気持ち (きもち - Cảm xúc, tâm trạng), D. 折れる (おれる - Gãy)",木の枝が折れました。(Cành cây bị gãy.)
Q102,Điền từ thích hợp vào chỗ trống: コーヒーに＿＿＿を入れます。,近づきます,〜度,切符,砂糖,D,"A. 近づきます (ちかづきます - Lại gần, tiếp cận), B. 〜度 (〜ど - Độ C), C. 切符 (きっぷ - Vé), D. 砂糖 (さとう - Đường, đường ăn)",コーヒーに砂糖を入れます。(Cho đường vào cà phê.)
Q103,Điền từ thích hợp vào chỗ trống: 電池を新しいものに＿＿＿ます。,換える,取れる,切手,外国,A,"A. 換える (かえる - Đổi), B. 取れる (とれる - Bung (cúc/khuy)), C. 切手 (きって - Con tem), D. 外国 (がいこく - Nước ngoài)",電池を新しいものに換えます。(Đổi sang cục pin mới.)
Q104,Điền từ thích hợp vào chỗ trống: ＿＿＿の人に挨拶します。,近所,換える,強い,前髪,A,"A. 近所 (きんじょ - Hàng xóm, khu lân cận), B. 換える (かえる - Đổi), C. 強い (つよい - Mạnh, mạnh mẽ), D. 前髪 (まえがみ - Tóc mái)",近所の人に挨拶します。(Chào hỏi người hàng xóm.)
Q105,Điền từ thích hợp vào chỗ trống: パンにバターを＿＿＿ます。,敬語,〜度,締め切り,塗る,D,"A. 敬語 (けいご - Kính ngữ), B. 〜度 (〜ど - Độ C), C. 締め切り (しめきり - Hạn chót), D. 塗る (ぬる - Bôi (thuốc), quét (sơn))",パンにバターを塗ります。(Phết bơ lên bánh mì.)
Q106,Điền từ thích hợp vào chỗ trống: ＿＿＿の人に挨拶します。,締め切り,大切,近所,悲しい,C,"A. 締め切り (しめきり - Hạn chót), B. 大切 (たいせつ - Quan trọng), C. 近所 (きんじょ - Hàng xóm, khu lân cận), D. 悲しい (かなしい - Buồn bã)",近所の人に挨拶します。(Chào hỏi người hàng xóm.)
Q107,Điền từ thích hợp vào chỗ trống: 彼は＿＿＿な学生です。,真面目,折れる,大切,塗る,A,"A. 真面目 (まじめ - Nghiêm túc, chăm chỉ), B. 折れる (おれる - Gãy), C. 大切 (たいせつ - Quan trọng), D. 塗る (ぬる - Bôi (thuốc), quét (sơn))",彼は真面目な学生です。(Cậu ấy là một học sinh chăm chỉ.)
Q108,Điền từ thích hợp vào chỗ trống: 自分の＿＿＿に帰ります。,砂糖,国,お風呂,比べて,B,"A. 砂糖 (さとう - Đường, đường ăn), B. 国 (くに - Đất nước), C. お風呂 (おふろ - Bồn tắm), D. 比べて (くらべて - So với ~)",自分の国に帰ります。(Tôi sẽ về nước của mình.)
Q109,Điền từ thích hợp vào chỗ trống: ビールを冷蔵庫で＿＿＿ます。,悲しい,厚い,換える,冷やす,D,"A. 悲しい (かなしい - Buồn bã), B. 厚い (あつい - Dày), C. 換える (かえる - Đổi), D. 冷やす (ひやす - Làm lạnh)",ビールを冷蔵庫で冷やします。(Làm lạnh bia trong tủ lạnh.)
Q110,Điền từ thích hợp vào chỗ trống: ＿＿＿で手続きをします。,うるさい,分ける,市役所,折れる,C,"A. うるさい (Ầm ĩ, ồn ào), B. 分ける (わける - Chia, phân loại), C. 市役所 (しやくしょ - Tòa thị chính), D. 折れる (おれる - Gãy)",市役所で手続きをします。(Làm thủ tục ở tòa thị chính.)
Q111,Điền từ thích hợp vào chỗ trống: ひもが＿＿＿ました。,切れる,お年玉,強い,ボタン,A,"A. 切れる (きれる - Bị gãy, bị đứt), B. お年玉 (おとしだま - Tiền mừng tuổi), C. 強い (つよい - Mạnh, mạnh mẽ), D. ボタン (Khuy, cúc)",ひもが切れました。(Sợi dây bị đứt rồi.)
Q112,Điền từ thích hợp vào chỗ trống: 駅で＿＿＿を買います。,住所,近づきます,切符,壁,C,"A. 住所 (じゅうしょ - Địa chỉ), B. 近づきます (ちかづきます - Lại gần, tiếp cận), C. 切符 (きっぷ - Vé), D. 壁 (かべ - Bức tường)",駅で切符を買います。(Mua vé ở nhà ga.)
Q113,Điền từ thích hợp vào chỗ trống: 今日の気温は30度です。,所,暗い,〜度,消える,C,"A. 所 (ところ - Nơi, chỗ), B. 暗い (くらい - Tối, u ám), C. 〜度 (〜ど - Độ C), D. 消える (きえる - (Điện, đèn...) tắt)",今日の気温は30度です。(Nhiệt độ hôm nay là 30 độ C.)
Q114,Điền từ thích hợp vào chỗ trống: 電池を新しいものに＿＿＿ます。,牛乳,換える,冷房,分ける,B,"A. 牛乳 (ぎゅうにゅう - Sữa bò), B. 換える (かえる - Đổi), C. 冷房 (れいぼう - Chế độ lạnh của điều hòa), D. 分ける (わける - Chia, phân loại)",電池を新しいものに換えます。(Đổi sang cục pin mới.)
Q115,Điền từ thích hợp vào chỗ trống: 駅から家まで＿＿＿です。,近い,白い,切る,折れる,A,"A. 近い (ちかい - Gần, sát), B. 白い (しろい - Màu trắng, trắng), C. 切る (きる - Cắt ~), D. 折れる (おれる - Gãy)",駅から家まで近いです。(Từ nhà đến ga rất gần.)
Q116,Điền từ thích hợp vào chỗ trống: 紙を半分に＿＿＿ます。,折る,砂,暗い,黒板,A,"A. 折る (おる - Bẻ, gập), B. 砂 (すな - Cát), C. 暗い (くらい - Tối, u ám), D. 黒板 (こくばん - Bảng đen)",紙を半分に折ります。(Gập đôi tờ giấy.)
Q117,Điền từ thích hợp vào chỗ trống: ＿＿＿、とても忙しいです。,王様,真面目,ご主人,最近,D,"A. 王様 (おうさま - Nhà vua), B. 真面目 (まじめ - Nghiêm túc, chăm chỉ), C. ご主人 (ごしゅじん - Chồng (người khác)), D. 最近 (さいきん - Gần đây, dạo này)",最近、とても忙しいです。(Dạo này tôi rất bận.)
Q118,Điền từ thích hợp vào chỗ trống: ＿＿＿本を読みます。,比べて,もう少しで,厚い,締め切り,C,"A. 比べて (くらべて - So với ~), B. もう少しで (もうすこしで - Thêm một chút), C. 厚い (あつい - Dày), D. 締め切り (しめきり - Hạn chót)",厚い本を読みます。(Đọc một cuốn sách dày.)
Q119,Điền từ thích hợp vào chỗ trống: 今日は＿＿＿ですね。,なかなか,近い,外国,暖かい,D,"A. なかなか (Mãi mà (không) ~), B. 近い (ちかい - Gần, sát), C. 外国 (がいこく - Nước ngoài), D. 暖かい (あたたかい - Ấm)",今日は暖かいですね。(Hôm nay ấm áp nhỉ.)
Q120,Điền từ thích hợp vào chỗ trống: 駅で＿＿＿を買います。,ご主人,冷やす,チラシ,切符,D,"A. ご主人 (ごしゅじん - Chồng (người khác)), B. 冷やす (ひやす - Làm lạnh), C. チラシ (Tờ rơi), D. 切符 (きっぷ - Vé)",駅で切符を買います。(Mua vé ở nhà ga.)
Q121,Điền từ thích hợp vào chỗ trống: バスが＿＿＿来ません。,取れる,敬語,黒板,なかなか,D,"A. 取れる (とれる - Bung (cúc/khuy)), B. 敬語 (けいご - Kính ngữ), C. 黒板 (こくばん - Bảng đen), D. なかなか (Mãi mà (không) ~)",バスがなかなか来ません。(Xe bus mãi mà không đến.)
Q122,Điền từ thích hợp vào chỗ trống: 彼は＿＿＿な学生です。,ご主人,温度,取れる,真面目,D,"A. ご主人 (ごしゅじん - Chồng (người khác)), B. 温度 (おんど - Nhiệt độ), C. 取れる (とれる - Bung (cúc/khuy)), D. 真面目 (まじめ - Nghiêm túc, chăm chỉ)",彼は真面目な学生です。(Cậu ấy là một học sinh chăm chỉ.)
Q123,Điền từ thích hợp vào chỗ trống: ＿＿＿で料理を作ります。,ご主人,優しい,台所,温める,C,"A. ご主人 (ごしゅじん - Chồng (người khác)), B. 優しい (やさしい - Tử tế, tốt bụng), C. 台所 (だいどころ - Bếp, phòng bếp), D. 温める (あたためる - Làm ấm)",台所で料理を作ります。(Nấu ăn trong phòng bếp.)
Q124,Điền từ thích hợp vào chỗ trống: 朝ごはんに＿＿＿を食べます。,換える,分ける,目玉焼き,消える,C,"A. 換える (かえる - Đổi), B. 分ける (わける - Chia, phân loại), C. 目玉焼き (めだまやき - Trứng ốp la), D. 消える (きえる - (Điện, đèn...) tắt)",朝ごはんに目玉焼きを食べます。(Ăn trứng ốp la vào bữa sáng.)
Q125,Điền từ thích hợp vào chỗ trống: シャツのボタンが＿＿＿ました。,取れる,飼い主,薄い,大切,A,"A. 取れる (とれる - Bung (cúc/khuy)), B. 飼い主 (かいぬし - Chủ nuôi), C. 薄い (うすい - Mỏng, nhạt), D. 大切 (たいせつ - Quan trọng)",シャツのボタンが取れました。(Cúc áo sơ mi bị bung rồi.)
Q126,Điền từ thích hợp vào chỗ trống: スープを＿＿＿ます。,うるさい,温める,切る,ゴール,B,"A. うるさい (Ầm ĩ, ồn ào), B. 温める (あたためる - Làm ấm), C. 切る (きる - Cắt ~), D. ゴール (Ghi bàn, ghi điểm)",スープを温めます。(Làm ấm súp.)
Q127,Điền từ thích hợp vào chỗ trống: 靴の＿＿＿を結びます。,白い,台所,うるさい,ひも,D,"A. 白い (しろい - Màu trắng, trắng), B. 台所 (だいどころ - Bếp, phòng bếp), C. うるさい (Ầm ĩ, ồn ào), D. ひも (Sợi dây)",靴のひもを結びます。(Buộc dây giày.)
Q128,Điền từ thích hợp vào chỗ trống: 彼は体が＿＿＿です。,お年玉,弱い,ゴール,親切,B,"A. お年玉 (おとしだま - Tiền mừng tuổi), B. 弱い (よわい - Yếu, yếu đuối), C. ゴール (Ghi bàn, ghi điểm), D. 親切 (しんせつ - Thân thiện, tử tế)",彼は体が弱いです。(Anh ấy có cơ thể yếu ớt.)
Q129,Điền từ thích hợp vào chỗ trống: この＿＿＿は静かですね。,エアコン,黒板,うれしい,辺,D,"A. エアコン (Điều hòa), B. 黒板 (こくばん - Bảng đen), C. うれしい (Vui vẻ), D. 辺 (へん - Khu vực, vùng)",この辺は静かですね。(Khu vực này thật yên tĩnh.)
Q130,Điền từ thích hợp vào chỗ trống: コーヒーに＿＿＿を入れます。,砂糖,飼い主,国際,うれしい,A,"A. 砂糖 (さとう - Đường, đường ăn), B. 飼い主 (かいぬし - Chủ nuôi), C. 国際 (こくさい - Quốc tế), D. うれしい (Vui vẻ)",コーヒーに砂糖を入れます。(Cho đường vào cà phê.)
Q131,Điền từ thích hợp vào chỗ trống: ＿＿＿で料理を作ります。,台所,もう少しで,お年玉,気持ち,A,"A. 台所 (だいどころ - Bếp, phòng bếp), B. もう少しで (もうすこしで - Thêm một chút), C. お年玉 (おとしだま - Tiền mừng tuổi), D. 気持ち (きもち - Cảm xúc, tâm trạng)",台所で料理を作ります。(Nấu ăn trong phòng bếp.)
Q132,Điền từ thích hợp vào chỗ trống: ＿＿＿で手続きをします。,近づきます,大切,温度,市役所,D,"A. 近づきます (ちかづきます - Lại gần, tiếp cận), B. 大切 (たいせつ - Quan trọng), C. 温度 (おんど - Nhiệt độ), D. 市役所 (しやくしょ - Tòa thị chính)",市役所で手続きをします。(Làm thủ tục ở tòa thị chính.)
Q133,Điền từ thích hợp vào chỗ trống: 工事の音が＿＿＿です。,換える,分ける,うるさい,辺,C,"A. 換える (かえる - Đổi), B. 分ける (わける - Chia, phân loại), C. うるさい (Ầm ĩ, ồn ào), D. 辺 (へん - Khu vực, vùng)",工事の音がうるさいです。(Tiếng công trường thật ồn ào.)
Q134,Điền từ thích hợp vào chỗ trống: シャツの＿＿＿をかけます。,辺,ボタン,くちびる,暗い,B,"A. 辺 (へん - Khu vực, vùng), B. ボタン (Khuy, cúc), C. くちびる (Đôi môi), D. 暗い (くらい - Tối, u ám)",シャツのボタンをかけます。(Cài cúc áo sơ mi.)
Q135,Điền từ thích hợp vào chỗ trống: ＿＿＿が赤いです。,親切,近づきます,くちびる,うれしい,C,"A. 親切 (しんせつ - Thân thiện, tử tế), B. 近づきます (ちかづきます - Lại gần, tiếp cận), C. くちびる (Đôi môi), D. うれしい (Vui vẻ)",くちびるが赤いです。(Đôi môi màu đỏ.)
Q136,Điền từ thích hợp vào chỗ trống: ＿＿＿勉強してください。,国際,ゴール,もっと,親切,C,"A. 国際 (こくさい - Quốc tế), B. ゴール (Ghi bàn, ghi điểm), C. もっと (Hơn, nữa), D. 親切 (しんせつ - Thân thiện, tử tế)",もっと勉強してください。(Hãy học nhiều hơn nữa.)
Q137,Điền từ thích hợp vào chỗ trống: 今日は風が＿＿＿です。,もっと,なかなか,強い,白い,C,"A. もっと (Hơn, nữa), B. なかなか (Mãi mà (không) ~), C. 強い (つよい - Mạnh, mạnh mẽ), D. 白い (しろい - Màu trắng, trắng)",今日は風が強いです。(Hôm nay gió mạnh.)
Q138,Điền từ thích hợp vào chỗ trống: 静かな＿＿＿に住みたいです。,折れる,所,ひも,強い,B,"A. 折れる (おれる - Gãy), B. 所 (ところ - Nơi, chỗ), C. ひも (Sợi dây), D. 強い (つよい - Mạnh, mạnh mẽ)",静かな所に住みたいです。(Tôi muốn sống ở một nơi yên tĩnh.)
Q139,Điền từ thích hợp vào chỗ trống: ＿＿＿を抜いてください。,近い,コンセント,温める,うるさい,B,"A. 近い (ちかい - Gần, sát), B. コンセント (Ổ cắm), C. 温める (あたためる - Làm ấm), D. うるさい (Ầm ĩ, ồn ào)",コンセントを抜いてください。(Hãy rút ổ cắm ra.)
Q140,Điền từ thích hợp vào chỗ trống: スープを＿＿＿ます。,牛乳,最近,もっと,温める,D,"A. 牛乳 (ぎゅうにゅう - Sữa bò), B. 最近 (さいきん - Gần đây, dạo này), C. もっと (Hơn, nữa), D. 温める (あたためる - Làm ấm)",スープを温めます。(Làm ấm súp.)
Q141,Điền từ thích hợp vào chỗ trống: ＿＿＿がお城にいます。,もっと,王様,飼い主,ひも,B,"A. もっと (Hơn, nữa), B. 王様 (おうさま - Nhà vua), C. 飼い主 (かいぬし - Chủ nuôi), D. ひも (Sợi dây)",王様がお城にいます。(Có nhà vua ở trong lâu đài.)
Q142,Điền từ thích hợp vào chỗ trống: 部屋の電気が＿＿＿ました。,消える,エアコン,気持ち,もっと,A,"A. 消える (きえる - (Điện, đèn...) tắt), B. エアコン (Điều hòa), C. 気持ち (きもち - Cảm xúc, tâm trạng), D. もっと (Hơn, nữa)",部屋の電気が消えました。(Điện trong phòng đã tắt.)
Q143,Điền từ thích hợp vào chỗ trống: ＿＿＿をつけてください。,電気,厚い,チラシ,温度,A,"A. 電気 (でんき - Điện), B. 厚い (あつい - Dày), C. チラシ (Tờ rơi), D. 温度 (おんど - Nhiệt độ)",電気をつけてください。(Hãy bật điện lên.)
Q144,Điền từ thích hợp vào chỗ trống: 外はもう＿＿＿です。,近づきます,暗い,換える,幸せ,B,"A. 近づきます (ちかづきます - Lại gần, tiếp cận), B. 暗い (くらい - Tối, u ám), C. 換える (かえる - Đổi), D. 幸せ (しあわせ - Hạnh phúc)",外はもう暗いです。(Bên ngoài đã tối rồi.)
Q145,Điền từ thích hợp vào chỗ trống: ＿＿＿にカレンダーを貼ります。,強い,壁,間違える,国,B,"A. 強い (つよい - Mạnh, mạnh mẽ), B. 壁 (かべ - Bức tường), C. 間違える (まちがえる - Nhầm ~, sai), D. 国 (くに - Đất nước)",壁にカレンダーを貼ります。(Dán lịch lên tường.)
Q146,Điền từ thích hợp vào chỗ trống: ＿＿＿はお元気ですか。,ご主人,もう少しで,厚い,壁,A,"A. ご主人 (ごしゅじん - Chồng (người khác)), B. もう少しで (もうすこしで - Thêm một chút), C. 厚い (あつい - Dày), D. 壁 (かべ - Bức tường)",ご主人はお元気ですか。(Chồng của chị có khỏe không?)
Q147,Điền từ thích hợp vào chỗ trống: ＿＿＿終わります。,もう少しで,エアコン,砂糖,近所,A,"A. もう少しで (もうすこしで - Thêm một chút), B. エアコン (Điều hòa), C. 砂糖 (さとう - Đường, đường ăn), D. 近所 (きんじょ - Hàng xóm, khu lân cận)",もう少しで終わります。(Chỉ thêm một chút nữa là xong.)
Q148,Điền từ thích hợp vào chỗ trống: 昨日に＿＿＿今日は寒いです。,弱い,外国語,近い,比べて,D,"A. 弱い (よわい - Yếu, yếu đuối), B. 外国語 (がいこくご - Ngoại ngữ), C. 近い (ちかい - Gần, sát), D. 比べて (くらべて - So với ~)",昨日に比べて今日は寒いです。(So với hôm qua thì hôm nay lạnh hơn.)
Q149,Điền từ thích hợp vào chỗ trống: ＿＿＿を切りました。,お風呂,近所,飼い主,前髪,D,"A. お風呂 (おふろ - Bồn tắm), B. 近所 (きんじょ - Hàng xóm, khu lân cận), C. 飼い主 (かいぬし - Chủ nuôi), D. 前髪 (まえがみ - Tóc mái)",前髪を切りました。(Tôi đã cắt tóc mái.)
Q150,Điền từ thích hợp vào chỗ trống: ビールを冷蔵庫で＿＿＿ます。,真面目,冷やす,壁,もっと,B,"A. 真面目 (まじめ - Nghiêm túc, chăm chỉ), B. 冷やす (ひやす - Làm lạnh), C. 壁 (かべ - Bức tường), D. もっと (Hơn, nữa)",ビールを冷蔵庫で冷やします。(Làm lạnh bia trong tủ lạnh.)
