ID,Câu hỏi,Đáp án A,Đáp án B,Đáp án C,Đáp án D,Đáp án đúng,Giải thích,Ví dụ
Q76,Từ nào sau đây có nghĩa là 'Sử dụng (cách nói trang trọng)'?,サングラス,使用します,増える,商品,B,"A. サングラス (Kính râm, kính mát), B. 使用します (しようします - Sử dụng (cách nói trang trọng)), C. 増える (ふえる - Tăng lên), D. 商品 (しょうひん - Sản phẩm)",エレベーターを使用します。(Sử dụng thang máy.)
Q77,Từ nào sau đây có nghĩa là 'Lịch sử'?,興味,後で,歴史,研究する,C,"A. 興味 (きょうみ - Hứng thú), B. 後で (あとで - Chốc nữa, lát nữa), C. 歴史 (れきし - Lịch sử), D. 研究する (けんきゅうする - Nghiên cứu)",日本の歴史を勉強します。(Tôi học lịch sử Nhật Bản.)
Q78,"Từ nào sau đây có nghĩa là 'Chốc nữa, lát nữa'?",黄色い,取る,後で,味,C,"A. 黄色い (きいろい - (Màu) vàng), B. 取る (とる - Lấy; tháo, bỏ), C. 後で (あとで - Chốc nữa, lát nữa), D. 味 (あじ - Mùi vị)",後で電話します。(Lát nữa tôi sẽ gọi điện.)
Q79,Từ nào sau đây có nghĩa là 'Áo khoác'?,電話番号,上着,はく,増える,B,"A. 電話番号 (でんわばんごう - Số điện thoại), B. 上着 (うわぎ - Áo khoác), C. はく (Mặc (quần, váy...); đi (tất, giày...)), D. 増える (ふえる - Tăng lên)",寒いので上着を着ます。(Vì lạnh nên mặc áo khoác.)
Q80,Từ nào sau đây có nghĩa là 'Hiệu thuốc'?,もしかして,見つける,ドラッグストア,子,C,"A. もしかして (Có khi nào, có lẽ nào), B. 見つける (みつける - Tìm thấy), C. ドラッグストア (Hiệu thuốc), D. 子 (こ - Con, đứa trẻ)",ドラッグストアで薬を買います。(Mua thuốc ở hiệu thuốc.)
Q81,Từ nào sau đây có nghĩa là 'Tháo ~'?,ピアス,商品,外す,歩きます,C,"A. ピアス (Khuyên tai), B. 商品 (しょうひん - Sản phẩm), C. 外す (はずす - Tháo ~), D. 歩きます (あるきます - Đi bộ)",時計を外します。(Tháo đồng hồ.)
Q82,"Từ nào sau đây có nghĩa là 'Con, đứa trẻ'?",興味,子,靴下,止まります,B,"A. 興味 (きょうみ - Hứng thú), B. 子 (こ - Con, đứa trẻ), C. 靴下 (くつした - Tất, đôi tất), D. 止まります (とまります - (Xe) dừng, đỗ)",私には子がいます。(Tôi có một đứa con.)
Q83,Từ nào sau đây có nghĩa là 'Người cao tuổi'?,〜について,研究する,散歩します,お年寄り,D,"A. 〜について (Về ~ (chủ đề, vấn đề nào đó)), B. 研究する (けんきゅうする - Nghiên cứu), C. 散歩します (さんぽします - Đi dạo, tản bộ), D. お年寄り (おとしより - Người cao tuổi)",お年寄りに席を譲ります。(Nhường ghế cho người cao tuổi.)
Q84,Từ nào sau đây có nghĩa là 'Không có cách nào'?,仕方がない,若い,つける,減る,A,"A. 仕方がない (しかたがない - Không có cách nào), B. 若い (わかい - Trẻ), C. つける (Đeo (trang sức)), D. 減る (へる - Giảm xuống)",雨だから仕方がない。(Trời mưa nên không còn cách nào khác.)
Q85,Từ nào sau đây có nghĩa là 'Trẻ'?,若い,黄色い,法律,化粧品,A,"A. 若い (わかい - Trẻ), B. 黄色い (きいろい - (Màu) vàng), C. 法律 (ほうりつ - Pháp luật), D. 化粧品 (けしょうひん - Mỹ phẩm)",彼はまだ若いです。(Anh ấy vẫn còn trẻ.)
Q86,Từ nào sau đây có nghĩa là 'Bảo tàng mỹ thuật'?,靴下,美術館,青い,外す,B,"A. 靴下 (くつした - Tất, đôi tất), B. 美術館 (びじゅつかん - Bảo tàng mỹ thuật), C. 青い (あおい - (Màu) xanh da trời), D. 外す (はずす - Tháo ~)",週末に美術館へ行きます。(Cuối tuần tôi đi bảo tàng mỹ thuật.)
Q87,Từ nào sau đây có nghĩa là 'Đeo (trang sức)'?,つける,若い,研究する,中止,A,"A. つける (Đeo (trang sức)), B. 若い (わかい - Trẻ), C. 研究する (けんきゅうする - Nghiên cứu), D. 中止 (ちゅうし - Hủy bỏ, ngừng (giữa chừng))",ネックレスをつけます。(Đeo vòng cổ.)
Q88,Từ nào sau đây có nghĩa là 'Mỹ phẩm'?,化粧品,若い,味,〜について,A,"A. 化粧品 (けしょうひん - Mỹ phẩm), B. 若い (わかい - Trẻ), C. 味 (あじ - Mùi vị), D. 〜について (Về ~ (chủ đề, vấn đề nào đó))",デパートで化粧品を買います。(Mua mỹ phẩm ở cửa hàng bách hóa.)
Q89,"Từ nào sau đây có nghĩa là 'Tín hiệu, đèn giao thông'?",看護師,止まります,信号,理由,C,"A. 看護師 (かんごし - Y tá), B. 止まります (とまります - (Xe) dừng, đỗ), C. 信号 (しんごう - Tín hiệu, đèn giao thông), D. 理由 (りゆう - Lý do)",信号が赤になりました。(Đèn giao thông đã chuyển sang màu đỏ.)
Q90,"Từ nào sau đây có nghĩa là 'Mặc (quần, váy...); đi (tất, giày...)'?",はく,止まります,研究する,上着,A,"A. はく (Mặc (quần, váy...); đi (tất, giày...)), B. 止まります (とまります - (Xe) dừng, đỗ), C. 研究する (けんきゅうする - Nghiên cứu), D. 上着 (うわぎ - Áo khoác)",ズボンをはきます。(Mặc quần.)
Q91,Từ nào sau đây có nghĩa là 'Y tá'?,研究する,茶色,中止,看護師,D,"A. 研究する (けんきゅうする - Nghiên cứu), B. 茶色 (ちゃいろ - Màu nâu), C. 中止 (ちゅうし - Hủy bỏ, ngừng (giữa chừng)), D. 看護師 (かんごし - Y tá)",姉は病院で看護師をしています。(Chị gái tôi làm y tá ở bệnh viện.)
Q92,Từ nào sau đây có nghĩa là 'Số điện thoại'?,電話番号,使います,被る,ピアス,A,"A. 電話番号 (でんわばんごう - Số điện thoại), B. 使います (つかいます - Sử dụng), C. 被る (かぶる - Đội ~), D. ピアス (Khuyên tai)",電話番号を教えてください。(Hãy cho tôi biết số điện thoại.)
Q93,"Từ nào sau đây có nghĩa là 'Hủy bỏ, ngừng (giữa chừng)'?",信号,中止,使います,大使館,B,"A. 信号 (しんごう - Tín hiệu, đèn giao thông), B. 中止 (ちゅうし - Hủy bỏ, ngừng (giữa chừng)), C. 使います (つかいます - Sử dụng), D. 大使館 (たいしかん - Đại sứ quán)",試合が中止になりました。(Trận đấu đã bị hủy bỏ.)
Q94,Từ nào sau đây có nghĩa là 'Pha (cà phê)'?,使います,絵本,メイド,いれる,D,"A. 使います (つかいます - Sử dụng), B. 絵本 (えほん - Truyện tranh, truyện ehon), C. メイド (Người giúp việc nhà), D. いれる (Pha (cà phê))",お客様にコーヒーをいれます。(Pha cà phê cho khách.)
Q95,"Từ nào sau đây có nghĩa là 'Về ~ (chủ đề, vấn đề nào đó)'?",かける,〜について,化粧品,もしかして,B,"A. かける (Đeo (kính)), B. 〜について (Về ~ (chủ đề, vấn đề nào đó)), C. 化粧品 (けしょうひん - Mỹ phẩm), D. もしかして (Có khi nào, có lẽ nào)",日本の文化について発表します。(Phát biểu về văn hóa Nhật Bản.)
Q96,Từ nào sau đây có nghĩa là 'Lịch sử'?,歴史,散歩します,仕方がない,味,A,"A. 歴史 (れきし - Lịch sử), B. 散歩します (さんぽします - Đi dạo, tản bộ), C. 仕方がない (しかたがない - Không có cách nào), D. 味 (あじ - Mùi vị)",日本の歴史を勉強します。(Tôi học lịch sử Nhật Bản.)
Q97,"Từ nào sau đây có nghĩa là '(Xe) dừng, đỗ'?",茶色い,大使館,サングラス,止まります,D,"A. 茶色い (ちゃいろい - (Màu) nâu), B. 大使館 (たいしかん - Đại sứ quán), C. サングラス (Kính râm, kính mát), D. 止まります (とまります - (Xe) dừng, đỗ)",車が止まります。(Xe dừng lại.)
Q98,Từ nào sau đây có nghĩa là 'Tăng lên'?,増える,ドラッグストア,散歩します,看護師,A,"A. 増える (ふえる - Tăng lên), B. ドラッグストア (Hiệu thuốc), C. 散歩します (さんぽします - Đi dạo, tản bộ), D. 看護師 (かんごし - Y tá)",給料が増えます。(Lương tăng lên.)
Q99,"Từ nào sau đây có nghĩa là 'Tất, đôi tất'?",メイド,使用します,靴下,法律,C,"A. メイド (Người giúp việc nhà), B. 使用します (しようします - Sử dụng (cách nói trang trọng)), C. 靴下 (くつした - Tất, đôi tất), D. 法律 (ほうりつ - Pháp luật)",新しい靴下をはきます。(Đi đôi tất mới.)
Q100,Từ nào sau đây có nghĩa là 'Tìm thấy'?,信号,意味,見つける,子,C,"A. 信号 (しんごう - Tín hiệu, đèn giao thông), B. 意味 (いみ - Ý nghĩa), C. 見つける (みつける - Tìm thấy), D. 子 (こ - Con, đứa trẻ)",なくした時計を見つけました。(Tôi đã tìm thấy chiếc đồng hồ bị mất.)
Q101,Điền từ thích hợp vào chỗ trống: 新しい＿＿＿をはきます。,研究する,商品,輸入する,靴下,D,"A. 研究する (けんきゅうする - Nghiên cứu), B. 商品 (しょうひん - Sản phẩm), C. 輸入する (ゆにゅうする - Nhập khẩu), D. 靴下 (くつした - Tất, đôi tất)",新しい靴下をはきます。(Đi đôi tất mới.)
Q102,Điền từ thích hợp vào chỗ trống: 公園を＿＿＿。,減る,輸出する,歩きます,被る,C,"A. 減る (へる - Giảm xuống), B. 輸出する (ゆしゅつする - Xuất khẩu), C. 歩きます (あるきます - Đi bộ), D. 被る (かぶる - Đội ~)",公園を歩きます。(Đi bộ trong công viên.)
Q103,Điền từ thích hợp vào chỗ trống: 公園を＿＿＿。,子,歩きます,被る,意味,B,"A. 子 (こ - Con, đứa trẻ), B. 歩きます (あるきます - Đi bộ), C. 被る (かぶる - Đội ~), D. 意味 (いみ - Ý nghĩa)",公園を歩きます。(Đi bộ trong công viên.)
Q104,Điền từ thích hợp vào chỗ trống: 試合が＿＿＿になりました。,商品,ねえ,研究者,中止,D,"A. 商品 (しょうひん - Sản phẩm), B. ねえ (Này (từ để gọi người thân quen)), C. 研究者 (けんきゅうしゃ - Nhà nghiên cứu), D. 中止 (ちゅうし - Hủy bỏ, ngừng (giữa chừng))",試合が中止になりました。(Trận đấu đã bị hủy bỏ.)
Q105,Điền từ thích hợp vào chỗ trống: 大学で経済を＿＿＿。,歩きます,お年寄り,研究する,理由,C,"A. 歩きます (あるきます - Đi bộ), B. お年寄り (おとしより - Người cao tuổi), C. 研究する (けんきゅうする - Nghiên cứu), D. 理由 (りゆう - Lý do)",大学で経済を研究します。(Nghiên cứu kinh tế ở đại học.)
Q106,Điền từ thích hợp vào chỗ trống: 車が＿＿＿。,ネックレス,仕方がない,輸入する,止まります,D,"A. ネックレス (Vòng cổ), B. 仕方がない (しかたがない - Không có cách nào), C. 輸入する (ゆにゅうする - Nhập khẩu), D. 止まります (とまります - (Xe) dừng, đỗ)",車が止まります。(Xe dừng lại.)
Q107,Điền từ thích hợp vào chỗ trống: ズボンを＿＿＿ます。,靴下,研究する,はく,サングラス,C,"A. 靴下 (くつした - Tất, đôi tất), B. 研究する (けんきゅうする - Nghiên cứu), C. はく (Mặc (quần, váy...); đi (tất, giày...)), D. サングラス (Kính râm, kính mát)",ズボンをはきます。(Mặc quần.)
Q108,Điền từ thích hợp vào chỗ trống: ＿＿＿を教えてください。,電話番号,信号,サングラス,帽子,A,"A. 電話番号 (でんわばんごう - Số điện thoại), B. 信号 (しんごう - Tín hiệu, đèn giao thông), C. サングラス (Kính râm, kính mát), D. 帽子 (ぼうし - Cái mũ)",電話番号を教えてください。(Hãy cho tôi biết số điện thoại.)
Q109,Điền từ thích hợp vào chỗ trống: ＿＿＿空がきれいです。,青い,茶色い,味,調味料,A,"A. 青い (あおい - (Màu) xanh da trời), B. 茶色い (ちゃいろい - (Màu) nâu), C. 味 (あじ - Mùi vị), D. 調味料 (ちょうみりょう - Gia vị)",青い空がきれいです。(Bầu trời xanh thật đẹp.)
Q110,Điền từ thích hợp vào chỗ trống: マフラーを＿＿＿ます。,後で,信号,輸出する,巻く,D,"A. 後で (あとで - Chốc nữa, lát nữa), B. 信号 (しんごう - Tín hiệu, đèn giao thông), C. 輸出する (ゆしゅつする - Xuất khẩu), D. 巻く (まく - Quàng, quấn)",マフラーを巻きます。(Quàng khăn.)
Q111,Điền từ thích hợp vào chỗ trống: 彼女に＿＿＿をプレゼントします。,ねえ,サングラス,ネックレス,味,C,"A. ねえ (Này (từ để gọi người thân quen)), B. サングラス (Kính râm, kính mát), C. ネックレス (Vòng cổ), D. 味 (あじ - Mùi vị)",彼女にネックレスをプレゼントします。(Tặng vòng cổ cho bạn gái.)
Q112,Điền từ thích hợp vào chỗ trống: 遅れた＿＿＿を教えてください。,もしかして,若い,理由,信号,C,"A. もしかして (Có khi nào, có lẽ nào), B. 若い (わかい - Trẻ), C. 理由 (りゆう - Lý do), D. 信号 (しんごう - Tín hiệu, đèn giao thông)",遅れた理由を教えてください。(Hãy cho tôi biết lý do đến muộn.)
Q113,Điền từ thích hợp vào chỗ trống: パソコンを＿＿＿。,使います,看護師,ねえ,お邪魔します,A,"A. 使います (つかいます - Sử dụng), B. 看護師 (かんごし - Y tá), C. ねえ (Này (từ để gọi người thân quen)), D. お邪魔します (おじゃまします - Tôi xin phép làm phiền nhé)",パソコンを使います。(Sử dụng máy tính.)
Q114,Điền từ thích hợp vào chỗ trống: 日差しが強いから＿＿＿を被ります。,取る,もしかして,帽子,絵本,C,"A. 取る (とる - Lấy; tháo, bỏ), B. もしかして (Có khi nào, có lẽ nào), C. 帽子 (ぼうし - Cái mũ), D. 絵本 (えほん - Truyện tranh, truyện ehon)",日差しが強いから帽子を被ります。(Vì nắng gắt nên đội mũ.)
Q115,Điền từ thích hợp vào chỗ trống: 私には＿＿＿がいます。,ドラッグストア,子,散歩します,美術館,B,"A. ドラッグストア (Hiệu thuốc), B. 子 (こ - Con, đứa trẻ), C. 散歩します (さんぽします - Đi dạo, tản bộ), D. 美術館 (びじゅつかん - Bảo tàng mỹ thuật)",私には子がいます。(Tôi có một đứa con.)
Q116,Điền từ thích hợp vào chỗ trống: 私には＿＿＿がいます。,子,化粧品,後で,つける,A,"A. 子 (こ - Con, đứa trẻ), B. 化粧品 (けしょうひん - Mỹ phẩm), C. 後で (あとで - Chốc nữa, lát nữa), D. つける (Đeo (trang sức))",私には子がいます。(Tôi có một đứa con.)
Q117,Điền từ thích hợp vào chỗ trống: 犬と＿＿＿。,子,茶色い,散歩します,意味,C,"A. 子 (こ - Con, đứa trẻ), B. 茶色い (ちゃいろい - (Màu) nâu), C. 散歩します (さんぽします - Đi dạo, tản bộ), D. 意味 (いみ - Ý nghĩa)",犬と散歩します。(Đi dạo với chó.)
Q118,Điền từ thích hợp vào chỗ trống: ベトナムから米を＿＿＿。,茶色い,かける,輸入する,つける,C,"A. 茶色い (ちゃいろい - (Màu) nâu), B. かける (Đeo (kính)), C. 輸入する (ゆにゅうする - Nhập khẩu), D. つける (Đeo (trang sức))",ベトナムから米を輸入します。(Nhập khẩu gạo từ Việt Nam.)
Q119,Điền từ thích hợp vào chỗ trống: ＿＿＿花が咲きました。,仕方がない,黄色い,靴下,ドラッグストア,B,"A. 仕方がない (しかたがない - Không có cách nào), B. 黄色い (きいろい - (Màu) vàng), C. 靴下 (くつした - Tất, đôi tất), D. ドラッグストア (Hiệu thuốc)",黄色い花が咲きました。(Bông hoa màu vàng đã nở.)
Q120,Điền từ thích hợp vào chỗ trống: 眼鏡を＿＿＿ます。,茶色,取る,理由,ピアス,B,"A. 茶色 (ちゃいろ - Màu nâu), B. 取る (とる - Lấy; tháo, bỏ), C. 理由 (りゆう - Lý do), D. ピアス (Khuyên tai)",眼鏡を取ります。(Tháo kính ra.)
Q121,Điền từ thích hợp vào chỗ trống: なくした時計を＿＿＿ました。,上着,見つける,使います,〜について,B,"A. 上着 (うわぎ - Áo khoác), B. 見つける (みつける - Tìm thấy), C. 使います (つかいます - Sử dụng), D. 〜について (Về ~ (chủ đề, vấn đề nào đó))",なくした時計を見つけました。(Tôi đã tìm thấy chiếc đồng hồ bị mất.)
Q122,Điền từ thích hợp vào chỗ trống: ＿＿＿空がきれいです。,サングラス,青い,信号,上着,B,"A. サングラス (Kính râm, kính mát), B. 青い (あおい - (Màu) xanh da trời), C. 信号 (しんごう - Tín hiệu, đèn giao thông), D. 上着 (うわぎ - Áo khoác)",青い空がきれいです。(Bầu trời xanh thật đẹp.)
Q123,Điền từ thích hợp vào chỗ trống: エレベーターを＿＿＿。,散歩します,理由,使用します,巻く,C,"A. 散歩します (さんぽします - Đi dạo, tản bộ), B. 理由 (りゆう - Lý do), C. 使用します (しようします - Sử dụng (cách nói trang trọng)), D. 巻く (まく - Quàng, quấn)",エレベーターを使用します。(Sử dụng thang máy.)
Q124,Điền từ thích hợp vào chỗ trống: 週末に＿＿＿へ行きます。,使用します,サングラス,法律,美術館,D,"A. 使用します (しようします - Sử dụng (cách nói trang trọng)), B. サングラス (Kính râm, kính mát), C. 法律 (ほうりつ - Pháp luật), D. 美術館 (びじゅつかん - Bảo tàng mỹ thuật)",週末に美術館へ行きます。(Cuối tuần tôi đi bảo tàng mỹ thuật.)
Q125,Điền từ thích hợp vào chỗ trống: 部屋を＿＿＿に掃除してもらいます。,はく,お金持ち,メイド,味,C,"A. はく (Mặc (quần, váy...); đi (tất, giày...)), B. お金持ち (おかねもち - Người giàu có), C. メイド (Người giúp việc nhà), D. 味 (あじ - Mùi vị)",部屋をメイドに掃除してもらいます。(Nhờ người giúp việc dọn phòng.)
Q126,Điền từ thích hợp vào chỗ trống: 歴史に＿＿＿があります。,お年寄り,興味,研究者,巻く,B,"A. お年寄り (おとしより - Người cao tuổi), B. 興味 (きょうみ - Hứng thú), C. 研究者 (けんきゅうしゃ - Nhà nghiên cứu), D. 巻く (まく - Quàng, quấn)",歴史に興味があります。(Tôi có hứng thú với lịch sử.)
Q127,Điền từ thích hợp vào chỗ trống: 日本の文化について発表します。,お年寄り,〜について,電話番号,信号,B,"A. お年寄り (おとしより - Người cao tuổi), B. 〜について (Về ~ (chủ đề, vấn đề nào đó)), C. 電話番号 (でんわばんごう - Số điện thoại), D. 信号 (しんごう - Tín hiệu, đèn giao thông)",日本の文化について発表します。(Phát biểu về văn hóa Nhật Bản.)
Q128,Điền từ thích hợp vào chỗ trống: ＿＿＿、彼は来ないの？(Có lẽ nào anh ấy sẽ không đến?)。,増える,ピアス,はく,もしかして,D,"A. 増える (ふえる - Tăng lên), B. ピアス (Khuyên tai), C. はく (Mặc (quần, váy...); đi (tất, giày...)), D. もしかして (Có khi nào, có lẽ nào)",もしかして、彼は来ないの？(Có lẽ nào anh ấy sẽ không đến?)
Q129,Điền từ thích hợp vào chỗ trống: ＿＿＿、ちょっと聞いて。,もしかして,信号,ねえ,巻く,C,"A. もしかして (Có khi nào, có lẽ nào), B. 信号 (しんごう - Tín hiệu, đèn giao thông), C. ねえ (Này (từ để gọi người thân quen)), D. 巻く (まく - Quàng, quấn)","ねえ、ちょっと聞いて。(Này, nghe tôi nói một chút.)"
Q130,Điền từ thích hợp vào chỗ trống: 日本の＿＿＿を勉強します。,ピアス,いれる,歴史,美術館,C,"A. ピアス (Khuyên tai), B. いれる (Pha (cà phê)), C. 歴史 (れきし - Lịch sử), D. 美術館 (びじゅつかん - Bảo tàng mỹ thuật)",日本の歴史を勉強します。(Tôi học lịch sử Nhật Bản.)
Q131,Điền từ thích hợp vào chỗ trống: ＿＿＿。,はく,絵本,法律,お邪魔します,D,"A. はく (Mặc (quần, váy...); đi (tất, giày...)), B. 絵本 (えほん - Truyện tranh, truyện ehon), C. 法律 (ほうりつ - Pháp luật), D. お邪魔します (おじゃまします - Tôi xin phép làm phiền nhé)",お邪魔します。(Tôi xin phép làm phiền nhé.)
Q132,Điền từ thích hợp vào chỗ trống: 耳に＿＿＿をつけます。,止まります,ピアス,意味,若い,B,"A. 止まります (とまります - (Xe) dừng, đỗ), B. ピアス (Khuyên tai), C. 意味 (いみ - Ý nghĩa), D. 若い (わかい - Trẻ)",耳にピアスをつけます。(Đeo khuyên tai ở tai.)
Q133,Điền từ thích hợp vào chỗ trống: 寒いので＿＿＿を着ます。,絵本,中止,減る,上着,D,"A. 絵本 (えほん - Truyện tranh, truyện ehon), B. 中止 (ちゅうし - Hủy bỏ, ngừng (giữa chừng)), C. 減る (へる - Giảm xuống), D. 上着 (うわぎ - Áo khoác)",寒いので上着を着ます。(Vì lạnh nên mặc áo khoác.)
Q134,Điền từ thích hợp vào chỗ trống: 雨が＿＿＿。,増える,止みます,メイド,はく,B,"A. 増える (ふえる - Tăng lên), B. 止みます (やみます - Ngừng, dừng lại, tạnh (mưa)), C. メイド (Người giúp việc nhà), D. はく (Mặc (quần, váy...); đi (tất, giày...))",雨が止みます。(Mưa tạnh.)
Q135,Điền từ thích hợp vào chỗ trống: ＿＿＿でビザをもらいます。,散歩します,もしかして,大使館,看護師,C,"A. 散歩します (さんぽします - Đi dạo, tản bộ), B. もしかして (Có khi nào, có lẽ nào), C. 大使館 (たいしかん - Đại sứ quán), D. 看護師 (かんごし - Y tá)",大使館でビザをもらいます。(Nhận visa ở đại sứ quán.)
Q136,Điền từ thích hợp vào chỗ trống: お客様にコーヒーを＿＿＿ます。,かける,研究,後で,いれる,D,"A. かける (Đeo (kính)), B. 研究 (けんきゅう - Sự nghiên cứu), C. 後で (あとで - Chốc nữa, lát nữa), D. いれる (Pha (cà phê))",お客様にコーヒーをいれます。(Pha cà phê cho khách.)
Q137,Điền từ thích hợp vào chỗ trống: 鞄の色は＿＿＿です。,茶色,使います,後で,電話番号,A,"A. 茶色 (ちゃいろ - Màu nâu), B. 使います (つかいます - Sử dụng), C. 後で (あとで - Chốc nữa, lát nữa), D. 電話番号 (でんわばんごう - Số điện thoại)",鞄の色は茶色です。(Màu của túi xách là màu nâu.)
Q138,Điền từ thích hợp vào chỗ trống: 眼鏡を＿＿＿ます。,取る,つける,止まります,サングラス,A,"A. 取る (とる - Lấy; tháo, bỏ), B. つける (Đeo (trang sức)), C. 止まります (とまります - (Xe) dừng, đỗ), D. サングラス (Kính râm, kính mát)",眼鏡を取ります。(Tháo kính ra.)
Q139,Điền từ thích hợp vào chỗ trống: ＿＿＿靴を買いました。,減る,茶色,茶色い,暗証番号,C,"A. 減る (へる - Giảm xuống), B. 茶色 (ちゃいろ - Màu nâu), C. 茶色い (ちゃいろい - (Màu) nâu), D. 暗証番号 (あんしょうばんごう - Mật khẩu)",茶色い靴を買いました。(Đã mua đôi giày màu nâu.)
Q140,Điền từ thích hợp vào chỗ trống: パソコンを＿＿＿。,もしかして,使います,ドラッグストア,歴史,B,"A. もしかして (Có khi nào, có lẽ nào), B. 使います (つかいます - Sử dụng), C. ドラッグストア (Hiệu thuốc), D. 歴史 (れきし - Lịch sử)",パソコンを使います。(Sử dụng máy tính.)
Q141,Điền từ thích hợp vào chỗ trống: 彼はまだ＿＿＿です。,若い,絵本,巻く,輸出する,A,"A. 若い (わかい - Trẻ), B. 絵本 (えほん - Truyện tranh, truyện ehon), C. 巻く (まく - Quàng, quấn), D. 輸出する (ゆしゅつする - Xuất khẩu)",彼はまだ若いです。(Anh ấy vẫn còn trẻ.)
Q142,Điền từ thích hợp vào chỗ trống: 彼は有名な＿＿＿です。,ピアス,商品,もしかして,研究者,D,"A. ピアス (Khuyên tai), B. 商品 (しょうひん - Sản phẩm), C. もしかして (Có khi nào, có lẽ nào), D. 研究者 (けんきゅうしゃ - Nhà nghiên cứu)",彼は有名な研究者です。(Anh ấy là một nhà nghiên cứu nổi tiếng.)
Q143,Điền từ thích hợp vào chỗ trống: 大学で＿＿＿を学びます。,法律,減る,もしかして,ネックレス,A,"A. 法律 (ほうりつ - Pháp luật), B. 減る (へる - Giảm xuống), C. もしかして (Có khi nào, có lẽ nào), D. ネックレス (Vòng cổ)",大学で法律を学びます。(Học pháp luật ở trường đại học.)
Q144,Điền từ thích hợp vào chỗ trống: ＿＿＿電話します。,もしかして,後で,散歩します,信号,B,"A. もしかして (Có khi nào, có lẽ nào), B. 後で (あとで - Chốc nữa, lát nữa), C. 散歩します (さんぽします - Đi dạo, tản bộ), D. 信号 (しんごう - Tín hiệu, đèn giao thông)",後で電話します。(Lát nữa tôi sẽ gọi điện.)
Q145,Điền từ thích hợp vào chỗ trống: スープに＿＿＿を入れます。,お邪魔します,調味料,被る,もしかして,B,"A. お邪魔します (おじゃまします - Tôi xin phép làm phiền nhé), B. 調味料 (ちょうみりょう - Gia vị), C. 被る (かぶる - Đội ~), D. もしかして (Có khi nào, có lẽ nào)",スープに調味料を入れます。(Cho gia vị vào súp.)
Q146,Điền từ thích hợp vào chỗ trống: 大学で＿＿＿を学びます。,大使館,法律,青い,理由,B,"A. 大使館 (たいしかん - Đại sứ quán), B. 法律 (ほうりつ - Pháp luật), C. 青い (あおい - (Màu) xanh da trời), D. 理由 (りゆう - Lý do)",大学で法律を学びます。(Học pháp luật ở trường đại học.)
Q147,Điền từ thích hợp vào chỗ trống: 耳に＿＿＿をつけます。,調味料,研究,かける,ピアス,D,"A. 調味料 (ちょうみりょう - Gia vị), B. 研究 (けんきゅう - Sự nghiên cứu), C. かける (Đeo (kính)), D. ピアス (Khuyên tai)",耳にピアスをつけます。(Đeo khuyên tai ở tai.)
Q148,Điền từ thích hợp vào chỗ trống: 雨が＿＿＿。,止みます,増える,化粧品,輸入する,A,"A. 止みます (やみます - Ngừng, dừng lại, tạnh (mưa)), B. 増える (ふえる - Tăng lên), C. 化粧品 (けしょうひん - Mỹ phẩm), D. 輸入する (ゆにゅうする - Nhập khẩu)",雨が止みます。(Mưa tạnh.)
Q149,Điền từ thích hợp vào chỗ trống: 彼女に＿＿＿をプレゼントします。,取る,輸入する,ネックレス,歴史,C,"A. 取る (とる - Lấy; tháo, bỏ), B. 輸入する (ゆにゅうする - Nhập khẩu), C. ネックレス (Vòng cổ), D. 歴史 (れきし - Lịch sử)",彼女にネックレスをプレゼントします。(Tặng vòng cổ cho bạn gái.)
Q150,Điền từ thích hợp vào chỗ trống: マフラーを＿＿＿ます。,巻く,絵本,使用します,意味,A,"A. 巻く (まく - Quàng, quấn), B. 絵本 (えほん - Truyện tranh, truyện ehon), C. 使用します (しようします - Sử dụng (cách nói trang trọng)), D. 意味 (いみ - Ý nghĩa)",マフラーを巻きます。(Quàng khăn.)
