ID,Câu hỏi,Đáp án A,Đáp án B,Đáp án C,Đáp án D,Đáp án đúng,Giải thích,Ví dụ
Q90,Từ nào sau đây có nghĩa là 'Khu vui chơi'?,遊園地,公園,保育園,動物園,A,"A. 遊園地 (ゆうえんち - Khu vui chơi), B. 公園 (こうえん - Công viên), C. 保育園 (ほいくえん - Nhà trẻ), D. 動物園 (どうぶつえん - Sở thú)",週末に遊園地へ行きます。(Cuối tuần đi khu vui chơi.)
Q91,Từ nào sau đây có nghĩa là 'Sở thú'?,遊園地,公園,保育園,動物園,D,"A. 遊園地 (ゆうえんち - Khu vui chơi), B. 公園 (こうえん - Công viên), C. 保育園 (ほいくえん - Nhà trẻ), D. 動物園 (どうぶつえん - Sở thú)",動物園でパンダを見ました。(Đã xem gấu trúc ở sở thú.)
Q92,Từ nào sau đây có nghĩa là 'Nhà trẻ'?,遊園地,保育園,動物園,公園,B,"A. 遊園地 (ゆうえんち - Khu vui chơi), B. 保育園 (ほいくえん - Nhà trẻ), C. 動物園 (どうぶつえん - Sở thú), D. 公園 (こうえん - Công viên)",子供を保育園に迎えに行く。(Đi đón con ở nhà trẻ.)
Q93,Từ nào sau đây có nghĩa là 'Nhà bếp'?,台所,寝室,台風,トイレ,A,"A. 台所 (だいどころ - Nhà bếp), B. 寝室, C. 台風 (たいふう - Bão), D. トイレ",台所で料理を作ります。(Nấu ăn ở nhà bếp.)
Q94,Từ nào sau đây có nghĩa là 'Bão'?,地震,風,雨,台風,D,"A. 地震, B. 風, C. 雨, D. 台風 (たいふう - Bão)",台風が近づいています。(Bão đang đến gần.)
Q95,"Từ nào sau đây có nghĩa là 'Bắt đầu, khởi đầu'?",開始,利用,終了,完成,A,"A. 開始 (かいし - Bắt đầu, khởi đầu), B. 利用, C. 終了, D. 完成",試合開始の時間です。(Thời gian bắt đầu trận đấu.)
Q96,"Từ nào sau đây có nghĩa là 'Chữa, trị bệnh'?",転ぶ,治す,治る,始める,B,"A. 転ぶ (ころぶ - Ngã, té), B. 治す (なおす - Chữa, trị bệnh), C. 治る (なおる - Khỏi (bệnh), lành (vết thương)), D. 始める (はじめる - Bắt đầu)",医者が病気を治します。(Bác sĩ chữa bệnh.)
Q97,"Từ nào sau đây có nghĩa là 'Khỏi (bệnh), lành (vết thương)'?",運転する,治る,始まる,治す,B,"A. 運転する (うんてんする - Lái xe), B. 治る (なおる - Khỏi (bệnh), lành (vết thương)), C. 始まる, D. 治す (なおす - Chữa, trị bệnh)",風邪が治りました。(Đã khỏi cảm.)
Q98,Từ nào sau đây có nghĩa là 'Chính trị'?,政治,調子,意味,貿易,A,"A. 政治 (せいじ - Chính trị), B. 調子 (ちょうし - Tình trạng (cơ thể, máy móc)), C. 意味 (いみ - Ý nghĩa), D. 貿易 (ぼうえき - Ngoại thương, thương mại)",政治に興味があります。(Có hứng thú với chính trị.)
Q99,"Từ nào sau đây có nghĩa là 'Đúng, chính xác'?",遠い,違う,広い,正しい,D,"A. 遠い (とおい - Xa), B. 違う, C. 広い (ひろい - Rộng), D. 正しい (ただしい - Đúng, chính xác)",正しい答えを選んでください。(Hãy chọn câu trả lời đúng.)
Q100,Từ nào sau đây có nghĩa là 'Tết'?,春,クリスマス,お正月,去年,C,"A. 春, B. クリスマス, C. お正月 (おしょうがつ - Tết), D. 去年 (きょねん - Năm ngoái)",お正月に神社へ行きます。(Đi đền vào ngày Tết.)
Q101,Điền từ thích hợp vào chỗ trống: 日本の文化に＿＿＿があります。,意味,場所,選手,興味,D,"A. 意味 (いみ - Ý nghĩa), B. 場所 (ばしょ - Địa điểm, nơi), C. 選手 (せんしゅ - Tuyển thủ), D. 興味 (きょうみ - Hứng thú)",日本の文化に興味があります。(Tôi có hứng thú với văn hóa Nhật Bản.)
Q102,Điền từ thích hợp vào chỗ trống: この言葉の＿＿＿が分かりません。,興味,意味,調子,紹介,B,"A. 興味 (きょうみ - Hứng thú), B. 意味 (いみ - Ý nghĩa), C. 調子 (ちょうし - Tình trạng (cơ thể, máy móc)), D. 紹介",この言葉の意味が分かりません。(Tôi không hiểu ý nghĩa của từ này.)
Q103,Điền từ thích hợp vào chỗ trống: 待ち合わせの＿＿＿は駅の前です。,場所,同僚,選手,具合,A,"A. 場所 (ばしょ - Địa điểm, nơi), B. 同僚 (どうりょう - Đồng nghiệp), C. 選手 (せんしゅ - Tuyển thủ), D. 具合 (ぐあい - Tình trạng sức khoẻ)",待ち合わせの場所は駅の前です。(Địa điểm hẹn gặp là trước nhà ga.)
Q104,Điền từ thích hợp vào chỗ trống: パーティーで＿＿＿に会いました。,知り合い,同僚,主人公,選手,A,"A. 知り合い (しりあい - Người quen), B. 同僚 (どうりょう - Đồng nghiệp), C. 主人公 (しゅじんこう - Nhân vật chính), D. 選手 (せんしゅ - Tuyển thủ)",パーティーで知り合いに会いました。(Tôi đã gặp người quen ở bữa tiệc.)
Q105,Điền từ thích hợp vào chỗ trống: 彼は有名なサッカーの＿＿＿です。,選手,知り合い,運転手,同僚,A,"A. 選手 (せんしゅ - Tuyển thủ), B. 知り合い (しりあい - Người quen), C. 運転手 (うんてんしゅ - Tài xế, người lái xe), D. 同僚 (どうりょう - Đồng nghiệp)",彼は有名なサッカーの選手です。(Anh ấy là một cầu thủ bóng đá nổi tiếng.)
Q106,Điền từ thích hợp vào chỗ trống: 今日は体の＿＿＿がいいです。,興味,調子,気分,意味,B,"A. 興味 (きょうみ - Hứng thú), B. 調子 (ちょうし - Tình trạng (cơ thể, máy móc)), C. 気分 (きぶん - Tâm trạng), D. 意味 (いみ - Ý nghĩa)",今日は体の調子がいいです。(Hôm nay tình trạng cơ thể tôi rất tốt.)
Q107,Điền từ thích hợp vào chỗ trống: 週末に＿＿＿を見に行きます。,デート,チャット,ミュージカル,貿易,C,"A. デート (Hẹn hò), B. チャット (Tán gẫu, chat), C. ミュージカル (Nhạc kịch), D. 貿易 (ぼうえき - Ngoại thương, thương mại)",週末にミュージカルを見に行きます。(Cuối tuần tôi sẽ đi xem nhạc kịch.)
Q108,Điền từ thích hợp vào chỗ trống: 友達と＿＿＿をしています。,ミュージカル,チャット,広告,デート,B,"A. ミュージカル (Nhạc kịch), B. チャット (Tán gẫu, chat), C. 広告 (こうこく - Quảng cáo), D. デート (Hẹn hò)",友達とチャットをしています。(Tôi đang chat với bạn.)
Q109,Điền từ thích hợp vào chỗ trống: 家から学校まで＿＿＿です。,近い,遠い,広い,苦い,B,"A. 近い, B. 遠い (とおい - Xa), C. 広い (ひろい - Rộng), D. 苦い (にがい - Đắng)",家から学校まで遠いです。(Từ nhà đến trường rất xa.)
Q110,Điền từ thích hợp vào chỗ trống: こちらで＿＿＿ですか。,広い,遠い,苦い,よろしい,D,"A. 広い (ひろい - Rộng), B. 遠い (とおい - Xa), C. 苦い (にがい - Đắng), D. よろしい (Được, tốt (lịch sự))",こちらでよろしいですか。(Ở đây có được không ạ?)
Q111,Điền từ thích hợp vào chỗ trống: この薬はとても＿＿＿です。,苦い,大きな,甘い,遠い,A,"A. 苦い (にがい - Đắng), B. 大きな (おおきな - To, lớn), C. 甘い, D. 遠い (とおい - Xa)",この薬はとても苦いです。(Thuốc này rất đắng.)
Q112,Điền từ thích hợp vào chỗ trống: ＿＿＿声で話してください。,小さな,大きな,広い,苦い,B,"A. 小さな, B. 大きな (おおきな - To, lớn), C. 広い (ひろい - Rộng), D. 苦い (にがい - Đắng)",大きな声で話してください。(Hãy nói lớn tiếng lên.)
Q113,Điền từ thích hợp vào chỗ trống: その服、よく＿＿＿っていますね。,似合う,紹介する,始める,利用する,A,"A. 似合う (にあう - Hợp với), B. 紹介する (しょうかいする - Giới thiệu), C. 始める (はじめる - Bắt đầu), D. 利用する (りようする - Sử dụng)",その服、よく似合っていますね。(Bộ đồ đó rất hợp với bạn.)
Q114,Điền từ thích hợp vào chỗ trống: 日本語の勉強を＿＿＿ます。,終わる,始める,注文する,する,B,"A. 終わる, B. 始める (はじめる - Bắt đầu), C. 注文する (ちゅうもんする - Gọi món, đặt mua), D. する",日本語の勉強を始めます。(Bắt đầu học tiếng Nhật.)
Q115,Điền từ thích hợp vào chỗ trống: レストランで料理を＿＿＿します。,注文する,カットする,紹介する,利用する,A,"A. 注文する (ちゅうもんする - Gọi món, đặt mua), B. カットする (Cắt, chia), C. 紹介する (しょうかいする - Giới thiệu), D. 利用する (りようする - Sử dụng)",レストランで料理を注文します。(Gọi món ở nhà hàng.)
Q116,Điền từ thích hợp vào chỗ trống: ＿＿＿、彼は今日休みです。,なんで,確か,実は,だから,B,"A. なんで (Tại sao), B. 確か (たしか - Hình như), C. 実は (じつは - Thật ra), D. だから (Bởi vậy, vậy nên)",確か、彼は今日休みです。(Hình như hôm nay anh ấy nghỉ.)
Q117,Điền từ thích hợp vào chỗ trống: 風邪ですね。,なんで,実は,だから,お大事に,D,"A. なんで (Tại sao), B. 実は (じつは - Thật ra), C. だから (Bởi vậy, vậy nên), D. お大事に (おだいじに - Giữ gìn sức khoẻ)",風邪ですね。お大事に。(Cảm rồi nhỉ. Hãy giữ gìn sức khoẻ nhé.)
Q118,Điền từ thích hợp vào chỗ trống: ＿＿＿、明日から旅行に行きます。,確か,実は,なんで,どうやって,B,"A. 確か (たしか - Hình như), B. 実は (じつは - Thật ra), C. なんで (Tại sao), D. どうやって (Làm thế nào)","実は、明日から旅行に行きます。(Thật ra, từ ngày mai tôi sẽ đi du lịch.)"
Q119,Điền từ thích hợp vào chỗ trống: 会社の＿＿＿と飲みに行きます。,選手,運転手,知り合い,同僚,D,"A. 選手 (せんしゅ - Tuyển thủ), B. 運転手 (うんてんしゅ - Tài xế, người lái xe), C. 知り合い (しりあい - Người quen), D. 同僚 (どうりょう - Đồng nghiệp)",会社の同僚と飲みに行きます。(Đi uống với đồng nghiệp công ty.)
Q120,Điền từ thích hợp vào chỗ trống: ＿＿＿の仕事をしています。,着物,政治,デート,貿易,D,"A. 着物 (きもの - Kimono), B. 政治 (せいじ - Chính trị), C. デート (Hẹn hò), D. 貿易 (ぼうえき - Ngoại thương, thương mại)",貿易の仕事をしています。(Đang làm công việc ngoại thương.)
Q121,Điền từ thích hợp vào chỗ trống: お正月に＿＿＿を着ます。,デート,貿易,気分,着物,D,"A. デート (Hẹn hò), B. 貿易 (ぼうえき - Ngoại thương, thương mại), C. 気分 (きぶん - Tâm trạng), D. 着物 (きもの - Kimono)",お正月に着物を着ます。(Mặc kimono vào ngày Tết.)
Q122,Điền từ thích hợp vào chỗ trống: 今日は＿＿＿が悪いです。,政治,具合,興味,気分,B,"A. 政治 (せいじ - Chính trị), B. 具合 (ぐあい - Tình trạng sức khoẻ), C. 興味 (きょうみ - Hứng thú), D. 気分 (きぶん - Tâm trạng)",今日は具合が悪いです。(Hôm nay tình trạng sức khoẻ không tốt.)
Q123,Điền từ thích hợp vào chỗ trống: ＿＿＿がいいです。,気分,具合,貿易,デート,A,"A. 気分 (きぶん - Tâm trạng), B. 具合 (ぐあい - Tình trạng sức khoẻ), C. 貿易 (ぼうえき - Ngoại thương, thương mại), D. デート (Hẹn hò)",気分がいいです。(Tâm trạng đang tốt.)
Q124,Điền từ thích hợp vào chỗ trống: 週末は彼女と＿＿＿です。,ミュージカル,チャット,着物,デート,D,"A. ミュージカル (Nhạc kịch), B. チャット (Tán gẫu, chat), C. 着物 (きもの - Kimono), D. デート (Hẹn hò)",週末は彼女とデートです。(Cuối tuần có hẹn với bạn gái.)
Q125,Điền từ thích hợp vào chỗ trống: 図書館を＿＿＿します。,紹介する,注文する,利用する,カットする,C,"A. 紹介する (しょうかいする - Giới thiệu), B. 注文する (ちゅうもんする - Gọi món, đặt mua), C. 利用する (りようする - Sử dụng), D. カットする (Cắt, chia)",図書館を利用します。(Sử dụng thư viện.)
Q126,Điền từ thích hợp vào chỗ trống: 友達を＿＿＿します。,カットする,始める,利用する,紹介する,D,"A. カットする (Cắt, chia), B. 始める (はじめる - Bắt đầu), C. 利用する (りようする - Sử dụng), D. 紹介する (しょうかいする - Giới thiệu)",友達を紹介します。(Giới thiệu bạn bè.)
Q127,Điền từ thích hợp vào chỗ trống: 髪を＿＿＿します。,カットする,利用する,注文する,紹介する,A,"A. カットする (Cắt, chia), B. 利用する (りようする - Sử dụng), C. 注文する (ちゅうもんする - Gọi món, đặt mua), D. 紹介する (しょうかいする - Giới thiệu)",髪をカットします。(Cắt tóc.)
Q128,Điền từ thích hợp vào chỗ trống: ＿＿＿遅れたの？(Tại sao lại đến muộn?)。,どうやって,確か,だから,なんで,D,"A. どうやって (Làm thế nào), B. 確か (たしか - Hình như), C. だから (Bởi vậy, vậy nên), D. なんで (Tại sao)",なんで遅れたの？(Tại sao lại đến muộn?)
Q129,Điền từ thích hợp vào chỗ trống: 雨が降っている。,どうやって,だから,なんで,確か,B,"A. どうやって (Làm thế nào), B. だから (Bởi vậy, vậy nên), C. なんで (Tại sao), D. 確か (たしか - Hình như)",雨が降っている。だから出かけない。(Trời đang mưa. Bởi vậy nên không đi ra ngoài.)
Q130,Điền từ thích hợp vào chỗ trống: 駅まで＿＿＿行きますか。,どうやって,なんで,だから,実は,A,"A. どうやって (Làm thế nào), B. なんで (Tại sao), C. だから (Bởi vậy, vậy nên), D. 実は (じつは - Thật ra)",駅までどうやって行きますか。(Đến nhà ga đi bằng cách nào?)
Q131,Điền từ thích hợp vào chỗ trống: ＿＿＿で散歩します。,動物園,遊園地,公園,保育園,C,"A. 動物園 (どうぶつえん - Sở thú), B. 遊園地 (ゆうえんち - Khu vui chơi), C. 公園 (こうえん - Công viên), D. 保育園 (ほいくえん - Nhà trẻ)",公園で散歩します。(Đi dạo ở công viên.)
Q132,Điền từ thích hợp vào chỗ trống: この映画の＿＿＿は誰ですか。,運転手,主人公,選手,同僚,B,"A. 運転手 (うんてんしゅ - Tài xế, người lái xe), B. 主人公 (しゅじんこう - Nhân vật chính), C. 選手 (せんしゅ - Tuyển thủ), D. 同僚 (どうりょう - Đồng nghiệp)",この映画の主人公は誰ですか。(Nhân vật chính của bộ phim này là ai?)
Q133,Điền từ thích hợp vào chỗ trống: ＿＿＿部屋ですね。,狭い,広い,大きな,遠い,B,"A. 狭い, B. 広い (ひろい - Rộng), C. 大きな (おおきな - To, lớn), D. 遠い (とおい - Xa)",広い部屋ですね。(Căn phòng rộng nhỉ.)
Q134,Điền từ thích hợp vào chỗ trống: 新聞の＿＿＿を見ます。,公園,広告,貿易,雑誌,B,"A. 公園 (こうえん - Công viên), B. 広告 (こうこく - Quảng cáo), C. 貿易 (ぼうえき - Ngoại thương, thương mại), D. 雑誌",新聞の広告を見ます。(Xem quảng cáo trên báo.)
Q135,Điền từ thích hợp vào chỗ trống: ＿＿＿、日本へ行きました。,去年,今年,来年,先月,A,"A. 去年 (きょねん - Năm ngoái), B. 今年, C. 来年, D. 先月",去年、日本へ行きました。(Năm ngoái tôi đã đi Nhật.)
Q136,Điền từ thích hợp vào chỗ trống: 道で＿＿＿ました。,治す,運転する,転ぶ,始める,C,"A. 治す (なおす - Chữa, trị bệnh), B. 運転する (うんてんする - Lái xe), C. 転ぶ (ころぶ - Ngã, té), D. 始める (はじめる - Bắt đầu)",道で転びました。(Đã bị ngã trên đường.)
Q137,Điền từ thích hợp vào chỗ trống: 毎日、車を＿＿＿します。,転ぶ,注文する,運転する,始める,C,"A. 転ぶ (ころぶ - Ngã, té), B. 注文する (ちゅうもんする - Gọi món, đặt mua), C. 運転する (うんてんする - Lái xe), D. 始める (はじめる - Bắt đầu)",毎日、車を運転します。(Mỗi ngày đều lái xe ô tô.)
Q138,Điền từ thích hợp vào chỗ trống: タクシーの＿＿＿。,運転手,同僚,選手,知り合い,A,"A. 運転手 (うんてんしゅ - Tài xế, người lái xe), B. 同僚 (どうりょう - Đồng nghiệp), C. 選手 (せんしゅ - Tuyển thủ), D. 知り合い (しりあい - Người quen)",タクシーの運転手。(Tài xế taxi.)
Q139,Điền từ thích hợp vào chỗ trống: ＿＿＿で学校へ行きます。,電車,自転車,自動車,バイク,B,"A. 電車, B. 自転車 (じてんしゃ - Xe đạp), C. 自動車, D. バイク",自転車で学校へ行きます。(Đi đến trường bằng xe đạp.)
Q140,Điền từ thích hợp vào chỗ trống: 週末に＿＿＿へ行きます。,動物園,保育園,遊園地,公園,C,"A. 動物園 (どうぶつえん - Sở thú), B. 保育園 (ほいくえん - Nhà trẻ), C. 遊園地 (ゆうえんち - Khu vui chơi), D. 公園 (こうえん - Công viên)",週末に遊園地へ行きます。(Cuối tuần đi khu vui chơi.)
Q141,Điền từ thích hợp vào chỗ trống: ＿＿＿でパンダを見ました。,公園,保育園,遊園地,動物園,D,"A. 公園 (こうえん - Công viên), B. 保育園 (ほいくえん - Nhà trẻ), C. 遊園地 (ゆうえんち - Khu vui chơi), D. 動物園 (どうぶつえん - Sở thú)",動物園でパンダを見ました。(Đã xem gấu trúc ở sở thú.)
Q142,Điền từ thích hợp vào chỗ trống: 子供を＿＿＿に迎えに行く。,遊園地,動物園,公園,保育園,D,"A. 遊園地 (ゆうえんち - Khu vui chơi), B. 動物園 (どうぶつえん - Sở thú), C. 公園 (こうえん - Công viên), D. 保育園 (ほいくえん - Nhà trẻ)",子供を保育園に迎えに行く。(Đi đón con ở nhà trẻ.)
Q143,Điền từ thích hợp vào chỗ trống: ＿＿＿で料理を作ります。,台所,台風,トイレ,寝室,A,"A. 台所 (だいどころ - Nhà bếp), B. 台風 (たいふう - Bão), C. トイレ, D. 寝室",台所で料理を作ります。(Nấu ăn ở nhà bếp.)
Q144,Điền từ thích hợp vào chỗ trống: ＿＿＿が近づいています。,台風,雨,風,地震,A,"A. 台風 (たいふう - Bão), B. 雨, C. 風, D. 地震",台風が近づいています。(Bão đang đến gần.)
Q145,Điền từ thích hợp vào chỗ trống: 試合＿＿＿の時間です。,開始,完成,利用,終了,A,"A. 開始 (かいし - Bắt đầu, khởi đầu), B. 完成, C. 利用, D. 終了",試合開始の時間です。(Thời gian bắt đầu trận đấu.)
Q146,Điền từ thích hợp vào chỗ trống: 医者が病気を＿＿＿ます。,始める,転ぶ,治る,治す,D,"A. 始める (はじめる - Bắt đầu), B. 転ぶ (ころぶ - Ngã, té), C. 治る (なおる - Khỏi (bệnh), lành (vết thương)), D. 治す (なおす - Chữa, trị bệnh)",医者が病気を治します。(Bác sĩ chữa bệnh.)
Q147,Điền từ thích hợp vào chỗ trống: 風邪が＿＿＿ました。,始まる,治る,運転する,治す,B,"A. 始まる, B. 治る (なおる - Khỏi (bệnh), lành (vết thương)), C. 運転する (うんてんする - Lái xe), D. 治す (なおす - Chữa, trị bệnh)",風邪が治りました。(Đã khỏi cảm.)
Q148,Điền từ thích hợp vào chỗ trống: ＿＿＿に興味があります。,政治,調子,意味,貿易,A,"A. 政治 (せいじ - Chính trị), B. 調子 (ちょうし - Tình trạng (cơ thể, máy móc)), C. 意味 (いみ - Ý nghĩa), D. 貿易 (ぼうえき - Ngoại thương, thương mại)",政治に興味があります。(Có hứng thú với chính trị.)
Q149,Điền từ thích hợp vào chỗ trống: ＿＿＿答えを選んでください。,違う,広い,正しい,遠い,C,"A. 違う, B. 広い (ひろい - Rộng), C. 正しい (ただしい - Đúng, chính xác), D. 遠い (とおい - Xa)",正しい答えを選んでください。(Hãy chọn câu trả lời đúng.)
Q150,Điền từ thích hợp vào chỗ trống: ＿＿＿に神社へ行きます。,春,お正月,クリスマス,去年,B,"A. 春, B. お正月 (おしょうがつ - Tết), C. クリスマス, D. 去年 (きょねん - Năm ngoái)",お正月に神社へ行きます。(Đi đền vào ngày Tết.)
